n,x,y,val,dP,lab,xT,yT
0,-16.377549,7.654508,0,3231,0,NaN,NaN
1,-16.401895,7.718174,0,3227,0,NaN,NaN
2,-16.4046,7.778929,0,3224,0,NaN,NaN
3,-16.412714,7.828098,0,3221,0,NaN,NaN
4,-16.420827,7.854124,0,3218,0,NaN,NaN
5,-16.423532,7.883038,0,3212,0,NaN,NaN
6,-16.412714,7.900385,0,3207,0,NaN,NaN
7,-16.385665,7.920621,0,3202,0,NaN,NaN
8,-16.361314,7.940854,0,3199,0,NaN,NaN
9,-16.331544,7.966866,0,3194,1,NaN,NaN
10,-16.304472,8.001544,0,3190,1,NaN,NaN
11,-16.280101,8.030437,0,3187,1,NaN,NaN
12,-16.263851,8.059326,0,3185,1,NaN,NaN
13,-16.253015,8.085323,0,3185,1,NaN,NaN
14,-16.242179,8.105541,0,3184,1,NaN,NaN
15,-16.23947,8.119981,0,3183,1,NaN,NaN
16,-16.23676,8.140194,0,3182,1,NaN,NaN
17,-16.234051,8.154632,0,3180,1,NaN,NaN
18,-16.231341,8.166181,0,3177,1,NaN,NaN
19,-16.228632,8.180616,0,3175,1,NaN,NaN
20,-16.225922,8.195051,0,3174,1,NaN,NaN
21,-16.223212,8.209484,0,3174,1,NaN,NaN
22,-16.220502,8.21237,0,3174,1,NaN,NaN
23,-16.212372,8.21237,0,3173,1,NaN,NaN
24,-16.204242,8.21237,0,3172,1,NaN,NaN
25,-16.198821,8.21237,0,3171,1,NaN,NaN
26,-16.196111,8.209484,0,3170,1,NaN,NaN
27,-16.196111,8.203711,0,3168,1,NaN,NaN
28,-16.196111,8.197937,0,3166,1,NaN,NaN
29,-16.1934,8.195051,0,3164,1,NaN,NaN
30,-16.1934,8.197937,0,3163,1,NaN,NaN
31,-16.196111,8.203711,0,3160,1,NaN,NaN
32,-16.201532,8.209484,0,3159,1,NaN,NaN
33,-16.204242,8.209484,0,3157,1,NaN,NaN
34,-16.201532,8.21237,0,3156,1,NaN,NaN
35,-16.196111,8.21237,0,3156,1,NaN,NaN
36,-16.1934,8.215257,0,3154,1,NaN,NaN
37,-16.196111,8.218143,0,3153,1,NaN,NaN
38,-16.198821,8.218143,0,3151,1,NaN,NaN
39,-16.198821,8.21237,0,3151,1,NaN,NaN
40,-16.198821,8.209484,0,3149,1,NaN,NaN
41,-16.196111,8.206597,0,3147,1,NaN,NaN
42,-16.196111,8.203711,0,3142,1,NaN,NaN
43,-16.196111,8.203711,0,3138,1,NaN,NaN
44,-16.1934,8.209484,0,3135,1,NaN,NaN
45,-16.1934,8.206597,0,3135,1,NaN,NaN
46,-16.190689,8.200824,0,3136,1,NaN,NaN
47,-16.185268,8.192164,0,3136,1,NaN,NaN
48,-16.185268,8.192164,0,3135,1,NaN,NaN
49,-16.185268,8.195051,0,3134,1,NaN,NaN
50,-16.185268,8.195051,0,3134,1,NaN,NaN
51,-16.179846,8.195051,0,3133,1,NaN,NaN
52,-16.177135,8.195051,0,3133,1,NaN,NaN
53,-16.177135,8.192164,0,3132,1,NaN,NaN
54,-16.179846,8.192164,0,3129,1,NaN,NaN
55,-16.179846,8.195051,0,3126,1,NaN,NaN
56,-16.179846,8.200824,0,3123,1,NaN,NaN
57,-16.182557,8.203711,0,3122,1,NaN,NaN
58,-16.185268,8.203711,0,3120,1,NaN,NaN
59,-16.185268,8.206597,0,3119,1,NaN,NaN
60,-16.185268,8.206597,0,3120,1,NaN,NaN
61,-16.185268,8.206597,0,3117,1,NaN,NaN
62,-16.182557,8.206597,0,3113,1,NaN,NaN
63,-16.182557,8.206597,0,3110,1,NaN,NaN
64,-16.182557,8.203711,0,3106,1,NaN,NaN
65,-16.179846,8.203711,0,3102,1,NaN,NaN
66,-16.179846,8.200824,0,3100,1,NaN,NaN
67,-16.179846,8.195051,0,3101,1,NaN,NaN
68,-16.177135,8.189277,0,3101,1,NaN,NaN
69,-16.177135,8.189277,0,3101,1,NaN,NaN
70,-16.174424,8.197937,0,3099,1,NaN,NaN
71,-16.174424,8.206597,0,3097,1,NaN,NaN
72,-16.174424,8.21237,0,3094,1,NaN,NaN
73,-16.174424,8.215257,0,3091,1,NaN,NaN
74,-16.171713,8.21237,0,3089,1,NaN,NaN
75,-16.169002,8.206597,0,3087,1,NaN,NaN
76,-16.169002,8.197937,0,3084,1,NaN,NaN
77,-16.169002,8.195051,0,3081,1,NaN,NaN
78,-16.169002,8.195051,0,3081,1,NaN,NaN
79,-16.16629,8.195051,0,3081,1,NaN,NaN
80,-16.163579,8.195051,0,3079,1,NaN,NaN
81,-16.163579,8.192164,0,3077,1,NaN,NaN
82,-16.155444,8.192164,0,3074,1,NaN,NaN
83,-16.147309,8.189277,0,3074,1,NaN,NaN
84,-16.139173,8.189277,0,3074,1,NaN,NaN
85,-16.139173,8.189277,0,3074,1,NaN,NaN
86,-16.139173,8.192164,0,3072,1,NaN,NaN
87,-16.139173,8.195051,0,3069,1,NaN,NaN
88,-16.141885,8.197937,0,3065,1,NaN,NaN
89,-16.141885,8.197937,0,3065,1,NaN,NaN
90,-16.141885,8.197937,0,3065,1,NaN,NaN
91,-16.139173,8.197937,0,3064,1,NaN,NaN
92,-16.141885,8.200824,0,3063,1,NaN,NaN
93,-16.141885,8.206597,0,3062,1,NaN,NaN
94,-16.141885,8.209484,0,3061,1,NaN,NaN
95,-16.139173,8.209484,0,3060,1,NaN,NaN
96,-16.139173,8.209484,0,3060,1,NaN,NaN
97,-16.136461,8.209484,0,3059,1,NaN,NaN
98,-16.136461,8.209484,0,3057,1,NaN,NaN
99,-16.133749,8.209484,0,3053,1,NaN,NaN
100,-16.131036,8.21237,0,3049,1,NaN,NaN
101,-16.128324,8.22103,0,3046,1,NaN,NaN
102,-16.122899,8.229689,0,3047,1,NaN,NaN
103,-16.120187,8.232575,0,3047,1,NaN,NaN
104,-16.117474,8.226803,0,3047,1,NaN,NaN
105,-16.112048,8.22103,0,3047,1,NaN,NaN
106,-16.112048,8.22103,0,3047,1,NaN,NaN
107,-16.109336,8.218143,0,3046,1,NaN,NaN
108,-16.106623,8.215257,0,3045,1,NaN,NaN
109,-16.106623,8.21237,0,3044,1,NaN,NaN
110,-16.106623,8.200824,0,3043,1,NaN,NaN
111,-16.10391,8.189277,0,3042,1,NaN,NaN
112,-16.101197,8.189277,0,3040,1,NaN,NaN
113,-16.093057,8.200824,0,3038,1,NaN,NaN
114,-16.090343,8.209484,0,3037,1,NaN,NaN
115,-16.08763,8.209484,0,3036,1,NaN,NaN
116,-16.08763,8.209484,0,3034,1,NaN,NaN
117,-16.090343,8.209484,0,3032,1,NaN,NaN
118,-16.09577,8.209484,0,3030,1,NaN,NaN
119,-16.098483,8.21237,0,3029,1,NaN,NaN
120,-16.101197,8.218143,0,3030,1,NaN,NaN
121,-16.10391,8.223916,0,3030,1,NaN,NaN
122,-16.109336,8.229689,0,3029,1,NaN,NaN
123,-16.109336,8.223916,0,3029,1,NaN,NaN
124,-16.106623,8.22103,0,3029,1,NaN,NaN
125,-16.101197,8.215257,0,3027,1,NaN,NaN
126,-16.09577,8.21237,0,3025,1,NaN,NaN
127,-16.093057,8.206597,0,3021,1,NaN,NaN
128,-16.093057,8.206597,0,3019,1,NaN,NaN
129,-16.093057,8.203711,0,3018,1,NaN,NaN
130,-16.090343,8.200824,0,3018,1,NaN,NaN
131,-16.090343,8.197937,0,3018,1,NaN,NaN
132,-16.090343,8.195051,0,3015,1,NaN,NaN
133,-16.090343,8.203711,0,3011,1,NaN,NaN
134,-16.08763,8.21237,0,3007,1,NaN,NaN
135,-16.08763,8.22103,0,3006,1,NaN,NaN
136,-16.084916,8.226803,0,3005,1,NaN,NaN
137,-16.08763,8.232575,0,3005,1,NaN,NaN
138,-16.090343,8.232575,0,3004,1,NaN,NaN
139,-16.09577,8.232575,0,3004,1,NaN,NaN
140,-16.098483,8.232575,0,3001,1,NaN,NaN
141,-16.09577,8.235461,0,2999,1,NaN,NaN
142,-16.09577,8.238347,0,2997,1,NaN,NaN
143,-16.09577,8.238347,0,2997,1,NaN,NaN
144,-16.093057,8.241234,0,2995,1,NaN,NaN
145,-16.093057,8.235461,0,2994,1,NaN,NaN
146,-16.093057,8.229689,0,2993,1,NaN,NaN
147,-16.09577,8.223916,0,2991,1,NaN,NaN
148,-16.093057,8.226803,0,2990,2,NaN,NaN
149,-16.071348,8.226803,0,2988,2,NaN,NaN
