n,x,y,val,dP,lab,xT,yT
0,-15.221038,5.806352,0,2580,0,NaN,NaN
1,-15.218301,5.806352,0,2579,0,NaN,NaN
2,-15.215565,5.806352,0,2579,0,NaN,NaN
3,-15.210091,5.806352,0,2578,0,NaN,NaN
4,-15.204617,5.820934,0,2577,0,NaN,NaN
5,-15.199143,5.835516,0,2577,0,NaN,NaN
6,-15.199143,5.844264,0,2577,0,NaN,NaN
7,-15.20188,5.841348,0,2577,1,NaN,NaN
8,-15.207354,5.841348,0,2577,1,NaN,NaN
9,-15.218301,5.844264,0,2578,1,NaN,NaN
10,-15.226511,5.84718,0,2579,1,NaN,NaN
11,-15.231984,5.844264,0,2580,1,NaN,NaN
12,-15.231984,5.829683,0,2579,1,NaN,NaN
13,-15.229247,5.815102,0,2580,1,NaN,NaN
14,-15.221038,5.803436,0,2580,1,NaN,NaN
15,-15.210091,5.803436,0,2581,1,NaN,NaN
16,-15.204617,5.803436,0,2583,1,NaN,NaN
17,-15.210091,5.800519,0,2584,1,NaN,NaN
18,-15.215565,5.797603,0,2585,1,NaN,NaN
19,-15.215565,5.797603,0,2586,1,NaN,NaN
20,-15.215565,5.797603,0,2586,1,NaN,NaN
21,-15.218301,5.797603,0,2586,1,NaN,NaN
22,-15.218301,5.797603,0,2586,1,NaN,NaN
23,-15.218301,5.797603,0,2586,1,NaN,NaN
24,-15.221038,5.806352,0,2586,1,NaN,NaN
25,-15.221038,5.812185,0,2587,1,NaN,NaN
26,-15.218301,5.820934,0,2588,1,NaN,NaN
27,-15.212828,5.820934,0,2590,1,NaN,NaN
28,-15.204617,5.809269,0,2592,1,NaN,NaN
29,-15.20188,5.797603,0,2591,1,NaN,NaN
30,-15.199143,5.788853,0,2589,1,NaN,NaN
31,-15.20188,5.79177,0,2587,1,NaN,NaN
32,-15.207354,5.794686,0,2589,1,NaN,NaN
33,-15.215565,5.797603,0,2591,1,NaN,NaN
34,-15.221038,5.800519,0,2591,1,NaN,NaN
35,-15.221038,5.806352,0,2591,1,NaN,NaN
36,-15.218301,5.806352,0,2592,1,NaN,NaN
37,-15.210091,5.809269,0,2592,1,NaN,NaN
38,-15.204617,5.803436,0,2594,1,NaN,NaN
39,-15.20188,5.800519,0,2595,1,NaN,NaN
40,-15.20188,5.794686,0,2597,1,NaN,NaN
41,-15.204617,5.794686,0,2597,1,NaN,NaN
42,-15.207354,5.797603,0,2600,1,NaN,NaN
43,-15.207354,5.797603,0,2603,1,NaN,NaN
44,-15.210091,5.800519,0,2606,1,NaN,NaN
45,-15.210091,5.794686,0,2607,1,NaN,NaN
46,-15.210091,5.788853,0,2607,1,NaN,NaN
47,-15.210091,5.785936,0,2606,1,NaN,NaN
48,-15.210091,5.788853,0,2605,1,NaN,NaN
49,-15.207354,5.788853,0,2606,1,NaN,NaN
50,-15.207354,5.78302,0,2607,1,NaN,NaN
51,-15.204617,5.774269,0,2607,1,NaN,NaN
52,-15.20188,5.777186,0,2606,1,NaN,NaN
53,-15.199143,5.788853,0,2608,1,NaN,NaN
54,-15.196406,5.797603,0,2610,1,NaN,NaN
55,-15.196406,5.794686,0,2613,1,NaN,NaN
56,-15.193668,5.785936,0,2613,1,NaN,NaN
57,-15.190931,5.777186,0,2613,1,NaN,NaN
58,-15.190931,5.768436,0,2614,1,NaN,NaN
59,-15.190931,5.765519,0,2614,1,NaN,NaN
60,-15.190931,5.768436,0,2613,1,NaN,NaN
61,-15.193668,5.771352,0,2612,1,NaN,NaN
62,-15.196406,5.765519,0,2612,1,NaN,NaN
63,-15.199143,5.756768,0,2615,1,NaN,NaN
64,-15.20188,5.750934,0,2619,1,NaN,NaN
65,-15.204617,5.759685,0,2621,1,NaN,NaN
66,-15.20188,5.774269,0,2619,1,NaN,NaN
67,-15.199143,5.78302,0,2617,1,NaN,NaN
68,-15.199143,5.777186,0,2618,1,NaN,NaN
69,-15.20188,5.762602,0,2618,1,NaN,NaN
70,-15.20188,5.750934,0,2619,1,NaN,NaN
71,-15.199143,5.756768,0,2619,1,NaN,NaN
72,-15.199143,5.762602,0,2617,1,NaN,NaN
73,-15.20188,5.762602,0,2616,1,NaN,NaN
74,-15.204617,5.759685,0,2615,1,NaN,NaN
75,-15.20188,5.753851,0,2615,1,NaN,NaN
76,-15.196406,5.750934,0,2616,1,NaN,NaN
77,-15.188194,5.756768,0,2617,1,NaN,NaN
78,-15.188194,5.762602,0,2621,1,NaN,NaN
79,-15.188194,5.762602,0,2623,1,NaN,NaN
80,-15.188194,5.762602,0,2625,1,NaN,NaN
81,-15.188194,5.762602,0,2625,1,NaN,NaN
82,-15.185456,5.759685,0,2625,1,NaN,NaN
83,-15.188194,5.759685,0,2625,1,NaN,NaN
84,-15.193668,5.762602,0,2625,1,NaN,NaN
85,-15.20188,5.765519,0,2624,1,NaN,NaN
86,-15.207354,5.771352,0,2623,1,NaN,NaN
87,-15.212828,5.774269,0,2622,1,NaN,NaN
88,-15.210091,5.777186,0,2622,1,NaN,NaN
89,-15.207354,5.774269,0,2622,1,NaN,NaN
90,-15.20188,5.771352,0,2622,1,NaN,NaN
