n,x,y,val,dP,lab,xT,yT
0,-16.391075,5.63131,0,4990,0,NaN,NaN
1,-16.39378,5.622555,0,4986,0,NaN,NaN
2,-16.391075,5.6138,0,4980,0,NaN,NaN
3,-16.391075,5.6138,0,4977,0,NaN,NaN
4,-16.391075,5.616718,0,4973,0,NaN,NaN
5,-16.39378,5.622555,0,4971,0,NaN,NaN
6,-16.396485,5.622555,0,4969,0,NaN,NaN
7,-16.396485,5.622555,0,4970,1,NaN,NaN
8,-16.396485,5.619636,0,4971,1,NaN,NaN
9,-16.396485,5.619636,0,4969,1,NaN,NaN
10,-16.396485,5.619636,0,4966,1,NaN,NaN
11,-16.396485,5.616718,0,4963,1,NaN,NaN
12,-16.39919,5.619636,0,4967,1,NaN,NaN
13,-16.39919,5.625473,0,4970,1,NaN,NaN
14,-16.401895,5.63131,0,4967,1,NaN,NaN
15,-16.39919,5.637146,0,4961,1,NaN,NaN
16,-16.391075,5.640064,0,4955,1,NaN,NaN
17,-16.380254,5.642983,0,4954,1,NaN,NaN
18,-16.372137,5.642983,0,4952,1,NaN,NaN
19,-16.366726,5.640064,0,4950,1,NaN,NaN
20,-16.36402,5.637146,0,4946,1,NaN,NaN
21,-16.358608,5.63131,0,4942,1,NaN,NaN
22,-16.355902,5.628391,0,4940,1,NaN,NaN
23,-16.35049,5.625473,0,4940,1,NaN,NaN
24,-16.345077,5.625473,0,4939,1,NaN,NaN
25,-16.34237,5.625473,0,4937,1,NaN,NaN
26,-16.339664,5.625473,0,4931,1,NaN,NaN
27,-16.336957,5.622555,0,4927,1,NaN,NaN
28,-16.334251,5.616718,0,4925,1,NaN,NaN
29,-16.336957,5.602126,0,4925,1,NaN,NaN
30,-16.34237,5.584614,0,4924,1,NaN,NaN
31,-16.361314,5.546668,0,4922,1,NaN,NaN
32,-16.377549,5.502878,0,4919,1,NaN,NaN
33,-16.410009,5.464921,0,4916,1,NaN,NaN
34,-16.42894,5.421119,0,4912,1,NaN,NaN
35,-16.477601,5.380232,0,4905,1,NaN,NaN
36,-16.520835,5.321812,0,4902,2,NaN,NaN
37,-16.580251,5.275067,0,4898,2,NaN,NaN
38,-16.612644,5.231238,0,4897,2,NaN,NaN
39,-16.647724,5.18448,0,4895,2,NaN,NaN
40,-16.674699,5.128947,0,4895,2,NaN,NaN
41,-16.704364,5.076327,0,4891,2,NaN,NaN
42,-16.715149,5.029546,0,4887,2,NaN,NaN
43,-16.717845,5.003229,0,4884,2,NaN,NaN
44,-16.717845,4.979834,0,4880,1,NaN,NaN
