n,x,y,val,dP,lab,xT,yT
0,-15.193668,7.257617,0,3997,0,NaN,NaN
1,-15.193668,7.254718,0,3992,0,NaN,NaN
2,-15.196406,7.246019,0,3987,0,NaN,NaN
3,-15.196406,7.240219,0,3985,0,NaN,NaN
4,-15.20188,7.240219,0,3982,0,NaN,NaN
5,-15.207354,7.240219,0,3978,0,NaN,NaN
6,-15.210091,7.237319,0,3976,0,NaN,NaN
7,-15.210091,7.231519,0,3973,1,NaN,NaN
8,-15.212828,7.234419,0,3971,1,NaN,NaN
9,-15.215565,7.237319,0,3967,1,NaN,NaN
10,-15.215565,7.243119,0,3965,1,NaN,NaN
11,-15.212828,7.246019,0,3963,1,NaN,NaN
12,-15.215565,7.248918,0,3963,1,NaN,NaN
13,-15.221038,7.248918,0,3961,1,NaN,NaN
14,-15.226511,7.246019,0,3958,1,NaN,NaN
15,-15.223774,7.234419,0,3955,1,NaN,NaN
16,-15.223774,7.214119,0,3953,1,NaN,NaN
17,-15.223774,7.199618,0,3953,1,NaN,NaN
18,-15.223774,7.193817,0,3952,1,NaN,NaN
19,-15.223774,7.202518,0,3951,1,NaN,NaN
20,-15.226511,7.208318,0,3950,1,NaN,NaN
21,-15.226511,7.208318,0,3945,1,NaN,NaN
22,-15.226511,7.208318,0,3940,1,NaN,NaN
23,-15.226511,7.205418,0,3935,1,NaN,NaN
24,-15.226511,7.205418,0,3933,1,NaN,NaN
25,-15.229247,7.202518,0,3931,1,NaN,NaN
26,-15.23472,7.202518,0,3928,1,NaN,NaN
27,-15.240192,7.193817,0,3926,1,NaN,NaN
28,-15.242928,7.188016,0,3923,1,NaN,NaN
29,-15.245664,7.176414,0,3921,1,NaN,NaN
30,-15.242928,7.167711,0,3920,1,NaN,NaN
31,-15.240192,7.16191,0,3920,1,NaN,NaN
32,-15.240192,7.159009,0,3918,1,NaN,NaN
33,-15.240192,7.159009,0,3916,1,NaN,NaN
34,-15.240192,7.153207,0,3915,1,NaN,NaN
35,-15.240192,7.150306,0,3912,1,NaN,NaN
36,-15.240192,7.144504,0,3908,1,NaN,NaN
37,-15.242928,7.141603,0,3904,1,NaN,NaN
38,-15.242928,7.144504,0,3903,1,NaN,NaN
39,-15.242928,7.144504,0,3901,1,NaN,NaN
40,-15.245664,7.144504,0,3899,1,NaN,NaN
41,-15.245664,7.141603,0,3897,1,NaN,NaN
42,-15.245664,7.141603,0,3894,1,NaN,NaN
43,-15.2484,7.144504,0,3891,1,NaN,NaN
44,-15.253872,7.147405,0,3886,1,NaN,NaN
45,-15.253872,7.150306,0,3883,1,NaN,NaN
46,-15.256608,7.150306,0,3881,1,NaN,NaN
47,-15.262079,7.141603,0,3880,1,NaN,NaN
48,-15.264814,7.1329,0,3879,1,NaN,NaN
49,-15.264814,7.124196,0,3877,1,NaN,NaN
50,-15.262079,7.124196,0,3874,1,NaN,NaN
51,-15.262079,7.115492,0,3870,1,NaN,NaN
52,-15.264814,7.103886,0,3867,1,NaN,NaN
53,-15.270285,7.100984,0,3866,1,NaN,NaN
54,-15.278491,7.103886,0,3860,1,NaN,NaN
55,-15.281226,7.106787,0,3856,1,NaN,NaN
56,-15.283961,7.100984,0,3852,1,NaN,NaN
57,-15.278491,7.098082,0,3851,1,NaN,NaN
58,-15.275756,7.098082,0,3851,1,NaN,NaN
59,-15.278491,7.095181,0,3849,1,NaN,NaN
60,-15.281226,7.089377,0,3847,1,NaN,NaN
61,-15.278491,7.074868,0,3844,1,NaN,NaN
62,-15.270285,7.051651,0,3842,1,NaN,NaN
63,-15.259343,7.028432,0,3841,1,NaN,NaN
64,-15.2484,7.002308,0,3841,1,NaN,NaN
65,-15.237456,6.987794,0,3839,1,NaN,NaN
66,-15.226511,6.950051,0,3837,1,NaN,NaN
67,-15.221038,6.918111,0,3835,1,NaN,NaN
68,-15.215565,6.88907,0,3833,1,NaN,NaN
69,-15.207354,6.860026,0,3829,1,NaN,NaN
70,-15.20188,6.833883,0,3826,1,NaN,NaN
71,-15.193668,6.790305,0,3825,1,NaN,NaN
72,-15.185456,6.761249,0,3824,1,NaN,NaN
73,-15.179981,6.732189,0,3823,1,NaN,NaN
74,-15.177243,6.688593,0,3819,1,NaN,NaN
75,-15.174505,6.647896,0,3816,1,NaN,NaN
76,-15.171768,6.607193,0,3813,1,NaN,NaN
77,-15.163554,6.589746,0,3811,1,NaN,NaN
78,-15.152601,6.563575,0,3811,1,NaN,NaN
79,-15.138908,6.543217,0,3810,1,NaN,NaN
80,-15.125213,6.508314,0,3807,1,NaN,NaN
81,-15.108778,6.476315,0,3803,1,NaN,NaN
82,-15.092339,6.429764,0,3800,1,NaN,NaN
83,-15.075898,6.394846,0,3798,1,NaN,NaN
84,-15.062196,6.357012,0,3796,1,NaN,NaN
85,-15.043009,6.336637,0,3794,1,NaN,NaN
86,-15.034785,6.322083,0,3792,1,NaN,NaN
87,-15.029302,6.322083,0,3788,1,NaN,NaN
88,-15.023819,6.322083,0,3785,1,NaN,NaN
89,-15.012851,6.322083,0,3780,1,NaN,NaN
90,-15.001883,6.319172,0,3778,1,NaN,NaN
91,-14.996398,6.310439,0,3775,2,NaN,NaN
92,-14.996398,6.290061,0,3771,2,NaN,NaN
93,-14.996398,6.260947,0,3768,2,NaN,NaN
94,-14.996398,6.234741,0,3763,2,NaN,NaN
95,-14.999141,6.199796,0,3761,2,NaN,NaN
96,-15.001883,6.17941,0,3759,2,NaN,NaN
97,-15.001883,6.164847,0,3758,2,NaN,NaN
98,-15.004625,6.170672,0,3757,2,NaN,NaN
99,-15.004625,6.173585,0,3756,2,NaN,NaN
100,-15.004625,6.173585,0,3756,2,NaN,NaN
101,NaN,NaN,4,NaN,-1,NaN,NaN
102,NaN,NaN,4,NaN,-1,NaN,NaN
103,NaN,NaN,4,NaN,-1,NaN,NaN
104,NaN,NaN,4,NaN,-1,NaN,NaN
105,NaN,NaN,4,NaN,-1,NaN,NaN
106,NaN,NaN,4,NaN,-1,NaN,NaN
107,NaN,NaN,4,NaN,-1,NaN,NaN
108,NaN,NaN,4,NaN,-1,NaN,NaN
109,NaN,NaN,4,NaN,-1,NaN,NaN
110,NaN,NaN,4,NaN,-1,NaN,NaN
111,NaN,NaN,4,NaN,-1,NaN,NaN
112,NaN,NaN,4,NaN,-1,NaN,NaN
113,NaN,NaN,4,NaN,-1,NaN,NaN
114,NaN,NaN,4,NaN,-1,NaN,NaN
115,NaN,NaN,4,NaN,-1,NaN,NaN
116,NaN,NaN,4,NaN,-1,NaN,NaN
117,NaN,NaN,4,NaN,-1,NaN,NaN
118,NaN,NaN,4,NaN,-1,NaN,NaN
119,NaN,NaN,4,NaN,-1,NaN,NaN
120,NaN,NaN,4,NaN,-1,NaN,NaN
121,NaN,NaN,4,NaN,-1,NaN,NaN
122,NaN,NaN,4,NaN,-1,NaN,NaN
123,NaN,NaN,4,NaN,-1,NaN,NaN
124,NaN,NaN,4,NaN,-1,NaN,NaN
125,NaN,NaN,4,NaN,-1,NaN,NaN
126,NaN,NaN,4,NaN,-1,NaN,NaN
127,NaN,NaN,4,NaN,-1,NaN,NaN
128,NaN,NaN,4,NaN,-1,NaN,NaN
129,NaN,NaN,4,NaN,-1,NaN,NaN
130,NaN,NaN,4,NaN,-1,NaN,NaN
131,NaN,NaN,4,NaN,-1,NaN,NaN
132,NaN,NaN,4,NaN,-1,NaN,NaN
133,NaN,NaN,4,NaN,-1,NaN,NaN
134,NaN,NaN,4,NaN,-1,NaN,NaN
135,NaN,NaN,4,NaN,-1,NaN,NaN
136,NaN,NaN,4,NaN,-1,NaN,NaN
137,NaN,NaN,4,NaN,-1,NaN,NaN
138,NaN,NaN,4,NaN,-1,NaN,NaN
139,NaN,NaN,4,NaN,-1,NaN,NaN
140,NaN,NaN,4,NaN,-1,NaN,NaN
141,NaN,NaN,4,NaN,-1,NaN,NaN
142,NaN,NaN,4,NaN,-1,NaN,NaN
143,NaN,NaN,4,NaN,-1,NaN,NaN
144,NaN,NaN,4,NaN,-1,NaN,NaN
145,NaN,NaN,4,NaN,-1,NaN,NaN
146,NaN,NaN,4,NaN,-1,NaN,NaN
147,NaN,NaN,4,NaN,-1,NaN,NaN
148,NaN,NaN,4,NaN,-1,NaN,NaN
149,NaN,NaN,4,NaN,-1,NaN,NaN
150,NaN,NaN,4,NaN,-1,NaN,NaN
151,NaN,NaN,4,NaN,-1,NaN,NaN
152,NaN,NaN,4,NaN,-1,NaN,NaN
153,NaN,NaN,4,NaN,-1,NaN,NaN
154,NaN,NaN,4,NaN,-1,NaN,NaN
155,NaN,NaN,4,NaN,-1,NaN,NaN
156,NaN,NaN,4,NaN,-1,NaN,NaN
157,NaN,NaN,4,NaN,-1,NaN,NaN
158,NaN,NaN,4,NaN,-1,NaN,NaN
159,NaN,NaN,4,NaN,-1,NaN,NaN
160,NaN,NaN,4,NaN,-1,NaN,NaN
161,NaN,NaN,4,NaN,-1,NaN,NaN
162,NaN,NaN,4,NaN,-1,NaN,NaN
163,NaN,NaN,4,NaN,-1,NaN,NaN
164,NaN,NaN,4,NaN,-1,NaN,NaN
165,NaN,NaN,4,NaN,-1,NaN,NaN
166,NaN,NaN,4,NaN,-1,NaN,NaN
167,NaN,NaN,4,NaN,-1,NaN,NaN
168,NaN,NaN,4,NaN,-1,NaN,NaN
169,NaN,NaN,4,NaN,-1,NaN,NaN
170,NaN,NaN,4,NaN,-1,NaN,NaN
171,NaN,NaN,4,NaN,-1,NaN,NaN
172,NaN,NaN,4,NaN,-1,NaN,NaN
173,NaN,NaN,4,NaN,-1,NaN,NaN
174,NaN,NaN,4,NaN,-1,NaN,NaN
175,NaN,NaN,4,NaN,-1,NaN,NaN
176,NaN,NaN,4,NaN,-1,NaN,NaN
177,NaN,NaN,4,NaN,-1,NaN,NaN
178,NaN,NaN,4,NaN,-1,NaN,NaN
179,NaN,NaN,4,NaN,-1,NaN,NaN
180,NaN,NaN,4,NaN,-1,NaN,NaN
181,NaN,NaN,4,NaN,-1,NaN,NaN
182,NaN,NaN,4,NaN,-1,NaN,NaN
183,NaN,NaN,4,NaN,-1,NaN,NaN
184,NaN,NaN,4,NaN,-1,NaN,NaN
185,NaN,NaN,4,NaN,-1,NaN,NaN
186,NaN,NaN,4,NaN,-1,NaN,NaN
187,NaN,NaN,4,NaN,-1,NaN,NaN
188,NaN,NaN,4,NaN,-1,NaN,NaN
189,NaN,NaN,4,NaN,-1,NaN,NaN
190,NaN,NaN,4,NaN,-1,NaN,NaN
191,NaN,NaN,4,NaN,-1,NaN,NaN
192,-13.974212,7.874364,0,3572,2,NaN,NaN
193,-13.974212,7.874364,0,3572,2,NaN,NaN
194,-13.968677,7.868582,0,3572,2,NaN,NaN
195,-13.963141,7.836774,0,3571,2,NaN,NaN
196,-13.957604,7.787606,0,3570,2,NaN,NaN
197,-13.957604,7.744214,0,3568,2,NaN,NaN
198,-13.957604,7.712387,0,3565,2,NaN,NaN
199,-13.957604,7.700812,0,3562,2,NaN,NaN
200,-13.957604,7.692131,0,3560,2,NaN,NaN
201,-13.952068,7.692131,0,3560,1,NaN,NaN
202,-13.943763,7.695025,0,3560,1,NaN,NaN
203,-13.938225,7.686343,0,3559,1,NaN,NaN
204,-13.935457,7.677661,0,3560,1,NaN,NaN
205,-13.938225,7.668979,0,3561,1,NaN,NaN
206,-13.940994,7.66319,0,3561,1,NaN,NaN
207,-13.935457,7.654508,0,3559,1,NaN,NaN
208,-13.92715,7.645824,0,3557,1,NaN,NaN
209,-13.921612,7.64293,0,3557,1,NaN,NaN
210,-13.924381,7.640035,0,3557,1,NaN,NaN
211,-13.924381,7.631351,0,3556,1,NaN,NaN
212,-13.921612,7.622667,0,3555,1,NaN,NaN
213,-13.921612,7.616878,0,3552,1,NaN,NaN
214,-13.921612,7.613983,0,3551,1,NaN,NaN
215,-13.921612,7.616878,0,3550,1,NaN,NaN
216,-13.924381,7.625562,0,3551,1,NaN,NaN
217,-13.929919,7.628457,0,3551,1,NaN,NaN
218,-13.935457,7.628457,0,3550,1,NaN,NaN
219,-13.938225,7.625562,0,3548,1,NaN,NaN
220,-13.938225,7.622667,0,3547,1,NaN,NaN
221,-13.938225,7.611088,0,3546,1,NaN,NaN
222,-13.938225,7.602403,0,3544,1,NaN,NaN
223,-13.938225,7.596612,0,3540,1,NaN,NaN
224,-13.935457,7.596612,0,3535,1,NaN,NaN
225,-13.935457,7.599508,0,3530,1,NaN,NaN
226,-13.935457,7.602403,0,3530,1,NaN,NaN
227,-13.938225,7.602403,0,3530,1,NaN,NaN
228,-13.935457,7.602403,0,3527,1,NaN,NaN
229,-13.929919,7.608193,0,3525,1,NaN,NaN
230,-13.92715,7.616878,0,3522,1,NaN,NaN
231,-13.92715,7.622667,0,3523,1,NaN,NaN
232,-13.929919,7.631351,0,3523,1,NaN,NaN
233,-13.932688,7.637141,0,3524,1,NaN,NaN
234,-13.935457,7.640035,0,3523,1,NaN,NaN
235,-13.935457,7.637141,0,3522,1,NaN,NaN
236,-13.932688,7.634246,0,3520,1,NaN,NaN
237,-13.932688,7.634246,0,3518,1,NaN,NaN
238,-13.932688,7.634246,0,3517,1,NaN,NaN
239,-13.932688,7.628457,0,3516,1,NaN,NaN
240,-13.932688,7.622667,0,3514,1,NaN,NaN
241,-13.92715,7.619772,0,3512,1,NaN,NaN
242,-13.924381,7.625562,0,3510,1,NaN,NaN
243,-13.918843,7.631351,0,3510,1,NaN,NaN
244,-13.918843,7.634246,0,3509,1,NaN,NaN
245,-13.918843,7.625562,0,3507,1,NaN,NaN
246,-13.918843,7.616878,0,3505,1,NaN,NaN
247,-13.916074,7.608193,0,3502,1,NaN,NaN
248,-13.916074,7.605298,0,3500,1,NaN,NaN
249,-13.913305,7.602403,0,3498,1,NaN,NaN
250,-13.913305,7.602403,0,3497,1,NaN,NaN
251,-13.916074,7.619772,0,3495,1,NaN,NaN
252,-13.918843,7.637141,0,3493,1,NaN,NaN
253,-13.918843,7.648719,0,3491,1,NaN,NaN
254,-13.918843,7.64293,0,3490,1,NaN,NaN
255,-13.913305,7.634246,0,3488,1,NaN,NaN
256,-13.904997,7.628457,0,3486,1,NaN,NaN
257,-13.899458,7.625562,0,3484,1,NaN,NaN
258,-13.899458,7.625562,0,3482,1,NaN,NaN
259,-13.899458,7.628457,0,3480,1,NaN,NaN
260,-13.902227,7.631351,0,3477,1,NaN,NaN
261,-13.904997,7.628457,0,3476,1,NaN,NaN
262,-13.904997,7.622667,0,3477,1,NaN,NaN
263,-13.904997,7.619772,0,3476,1,NaN,NaN
264,-13.904997,7.619772,0,3475,1,NaN,NaN
265,-13.902227,7.611088,0,3475,1,NaN,NaN
