n,x,y,val,dP,lab,xT,yT
0,-11.107058,9.257302,0,2551,0,NaN,NaN
1,-11.107058,9.257302,0,2550,0,NaN,NaN
2,-11.107058,9.254432,0,2550,0,NaN,NaN
3,-11.101398,9.251561,0,2550,0,NaN,NaN
4,-11.098567,9.251561,0,2551,0,NaN,NaN
5,-11.092907,9.254432,0,2550,0,NaN,NaN
6,-11.092907,9.254432,0,2549,0,NaN,NaN
7,-11.092907,9.263043,0,2548,1,NaN,NaN
8,-11.087246,9.271653,0,2548,1,NaN,NaN
9,-11.084415,9.274523,0,2548,1,NaN,NaN
10,-11.078754,9.263043,0,2548,1,NaN,NaN
11,-11.078754,9.257302,0,2547,1,NaN,NaN
12,-11.078754,9.260172,0,2547,1,NaN,NaN
13,-11.078754,9.265913,0,2546,1,NaN,NaN
14,-11.081585,9.268783,0,2547,1,NaN,NaN
15,-11.081585,9.268783,0,2548,1,NaN,NaN
16,-11.081585,9.268783,0,2549,1,NaN,NaN
17,-11.070262,9.265913,0,2550,1,NaN,NaN
18,-11.056107,9.257302,0,2551,1,NaN,NaN
19,-11.044782,9.248691,0,2551,1,NaN,NaN
20,-11.041951,9.231467,0,2549,1,NaN,NaN
21,-11.039119,9.222854,0,2549,1,NaN,NaN
22,-11.033456,9.219983,0,2550,1,NaN,NaN
23,-11.030625,9.228596,0,2552,1,NaN,NaN
24,-11.039119,9.237208,0,2554,1,NaN,NaN
25,-11.047613,9.237208,0,2553,1,NaN,NaN
26,-11.058938,9.240079,0,2553,1,NaN,NaN
27,-11.0646,9.240079,0,2553,1,NaN,NaN
28,-11.067431,9.234337,0,2554,1,NaN,NaN
29,-11.067431,9.228596,0,2554,1,NaN,NaN
30,-11.061769,9.225725,0,2554,1,NaN,NaN
31,-11.058938,9.222854,0,2554,1,NaN,NaN
32,-11.056107,9.219983,0,2554,1,NaN,NaN
33,-11.053276,9.214241,0,2555,1,NaN,NaN
34,-11.050445,9.214241,0,2555,1,NaN,NaN
35,-11.044782,9.214241,0,2555,1,NaN,NaN
36,-11.044782,9.217112,0,2555,1,NaN,NaN
37,-11.044782,9.222854,0,2555,1,NaN,NaN
