n,x,y,val,dP,lab,xT,yT
0,-17.137486,6.205621,0,2030,0,NaN,NaN
1,-17.137486,6.202709,0,2029,0,NaN,NaN
2,-17.137486,6.202709,0,2026,0,NaN,NaN
3,-17.137486,6.202709,0,2024,0,NaN,NaN
4,-17.14017,6.199796,0,2024,0,NaN,NaN
5,-17.142854,6.199796,0,2024,0,NaN,NaN
6,-17.142854,6.199796,0,2024,0,NaN,NaN
7,-17.142854,6.205621,0,2024,1,NaN,NaN
8,-17.14017,6.208533,0,2024,1,NaN,NaN
9,-17.14017,6.202709,0,2025,1,NaN,NaN
10,-17.137486,6.191059,0,2024,1,NaN,NaN
11,-17.134802,6.176497,0,2024,1,NaN,NaN
12,-17.129434,6.170672,0,2024,1,NaN,NaN
13,-17.12675,6.164847,0,2024,1,NaN,NaN
14,-17.12675,6.161934,0,2025,1,NaN,NaN
15,-17.129434,6.170672,0,2026,1,NaN,NaN
16,-17.129434,6.182322,0,2027,1,NaN,NaN
17,-17.129434,6.188147,0,2028,1,NaN,NaN
18,-17.124065,6.173585,0,2029,1,NaN,NaN
19,-17.118696,6.161934,0,2030,1,NaN,NaN
20,-17.113327,6.150283,0,2029,1,NaN,NaN
21,-17.110642,6.14737,0,2028,1,NaN,NaN
22,-17.113327,6.14737,0,2026,1,NaN,NaN
23,-17.116012,6.153196,0,2025,1,NaN,NaN
24,-17.116012,6.159021,0,2024,1,NaN,NaN
25,-17.116012,6.164847,0,2023,1,NaN,NaN
26,-17.116012,6.167759,0,2023,1,NaN,NaN
27,-17.116012,6.167759,0,2022,1,NaN,NaN
28,-17.116012,6.170672,0,2022,1,NaN,NaN
29,-17.116012,6.170672,0,2023,1,NaN,NaN
30,-17.116012,6.173585,0,2023,1,NaN,NaN
31,-17.116012,6.176497,0,2023,1,NaN,NaN
32,-17.113327,6.17941,0,2023,1,NaN,NaN
33,-17.110642,6.17941,0,2022,1,NaN,NaN
34,-17.107958,6.17941,0,2022,1,NaN,NaN
35,-17.105273,6.176497,0,2018,1,NaN,NaN
36,-17.099903,6.173585,0,2016,1,NaN,NaN
37,-17.094532,6.173585,0,2012,1,NaN,NaN
38,-17.094532,6.167759,0,2012,1,NaN,NaN
39,-17.102588,6.159021,0,2014,1,NaN,NaN
40,-17.110642,6.150283,0,2017,1,NaN,NaN
41,-17.121381,6.144457,0,2020,1,NaN,NaN
42,-17.118696,6.156109,0,2021,1,NaN,NaN
43,-17.118696,6.167759,0,2017,1,NaN,NaN
44,-17.121381,6.164847,0,2013,1,NaN,NaN
45,-17.124065,6.150283,0,2012,1,NaN,NaN
46,-17.121381,6.132806,0,2015,1,NaN,NaN
47,-17.116012,6.124066,0,2017,1,NaN,NaN
48,-17.113327,6.11824,0,2016,1,NaN,NaN
49,-17.113327,6.129893,0,2015,1,NaN,NaN
50,-17.116012,6.141545,0,2014,1,NaN,NaN
51,-17.121381,6.156109,0,2013,1,NaN,NaN
52,-17.113327,6.156109,0,2012,1,NaN,NaN
53,-17.102588,6.153196,0,2012,1,NaN,NaN
54,-17.089162,6.153196,0,2013,1,NaN,NaN
55,-17.089162,6.153196,0,2014,1,NaN,NaN
56,-17.091847,6.156109,0,2015,1,NaN,NaN
57,-17.094532,6.164847,0,2014,1,NaN,NaN
58,-17.097218,6.167759,0,2013,1,NaN,NaN
59,-17.097218,6.173585,0,2014,1,NaN,NaN
60,-17.097218,6.167759,0,2014,1,NaN,NaN
