n,x,y,val,dP,lab,xT,yT
0,-17.030065,8.682305,0,4028,0,NaN,NaN
1,-17.027377,8.685185,0,4025,0,NaN,NaN
2,-17.032752,8.696702,0,4021,0,NaN,NaN
3,-17.046186,8.70534,0,4022,0,NaN,NaN
4,-17.043499,8.719735,0,4025,0,NaN,NaN
5,-17.035439,8.73125,0,4027,0,NaN,NaN
6,-17.027377,8.742765,0,4023,0,NaN,NaN
7,-17.027377,8.754279,0,4022,1,NaN,NaN
8,-17.030065,8.760035,0,4022,1,NaN,NaN
9,-17.032752,8.748522,0,4021,1,NaN,NaN
10,-17.032752,8.73125,0,4018,1,NaN,NaN
11,-17.032752,8.713977,0,4014,1,NaN,NaN
12,-17.043499,8.719735,0,4008,1,NaN,NaN
13,-17.051559,8.725493,0,4004,1,NaN,NaN
14,-17.062304,8.722614,0,4001,1,NaN,NaN
15,-17.054245,8.702461,0,4003,1,NaN,NaN
16,-17.040812,8.679426,0,4004,1,NaN,NaN
17,-17.030065,8.670787,0,4005,1,NaN,NaN
18,-17.022003,8.673667,0,4008,1,NaN,NaN
19,-17.016628,8.679426,0,4011,1,NaN,NaN
20,-17.011253,8.685185,0,4013,1,NaN,NaN
21,-17.013941,8.685185,0,4011,1,NaN,NaN
22,-17.019316,8.673667,0,4010,1,NaN,NaN
23,-17.022003,8.667907,0,4008,1,NaN,NaN
24,-17.022003,8.667907,0,4005,1,NaN,NaN
25,-17.030065,8.670787,0,4001,1,NaN,NaN
26,-17.043499,8.667907,0,3996,1,NaN,NaN
27,-17.048872,8.656388,0,3992,1,NaN,NaN
28,-17.043499,8.647748,0,3990,1,NaN,NaN
29,-17.032752,8.639108,0,3990,1,NaN,NaN
30,-17.046186,8.621826,0,3990,1,NaN,NaN
31,-17.062304,8.601662,0,3988,1,NaN,NaN
32,-17.067676,8.578615,0,3983,1,NaN,NaN
33,-17.056932,8.578615,0,3979,1,NaN,NaN
34,-17.046186,8.598781,0,3973,1,NaN,NaN
35,-17.046186,8.624707,0,3969,1,NaN,NaN
36,-17.046186,8.647748,0,3966,1,NaN,NaN
37,-17.048872,8.641988,0,3968,1,NaN,NaN
38,-17.056932,8.633347,0,3970,1,NaN,NaN
39,-17.062304,8.647748,0,3970,1,NaN,NaN
40,-17.067676,8.665027,0,3970,1,NaN,NaN
41,-17.081105,8.685185,0,3969,1,NaN,NaN
42,-17.094532,8.670787,0,3967,1,NaN,NaN
43,-17.091847,8.659268,0,3966,1,NaN,NaN
44,-17.070362,8.659268,0,3966,1,NaN,NaN
45,-17.054245,8.670787,0,3966,1,NaN,NaN
46,-17.054245,8.653508,0,3965,1,NaN,NaN
47,-17.056932,8.624707,0,3962,1,NaN,NaN
48,-17.051559,8.630467,0,3954,1,NaN,NaN
49,-17.059618,8.665027,0,3945,1,NaN,NaN
50,-17.070362,8.702461,0,3939,1,NaN,NaN
51,-17.083791,8.688064,0,3940,1,NaN,NaN
52,-17.086476,8.667907,0,3943,1,NaN,NaN
53,-17.097218,8.647748,0,3944,1,NaN,NaN
54,-17.107958,8.639108,0,3943,1,NaN,NaN
55,-17.124065,8.682305,0,3941,1,NaN,NaN
56,-17.132118,8.73125,0,3940,1,NaN,NaN
57,-17.124065,8.771548,0,3939,1,NaN,NaN
58,-17.107958,8.754279,0,3937,1,NaN,NaN
59,-17.073048,8.737008,0,3934,1,NaN,NaN
60,-17.051559,8.70534,0,3932,1,NaN,NaN
61,-17.032752,8.682305,0,3931,1,NaN,NaN
62,-17.027377,8.702461,0,3929,1,NaN,NaN
63,-17.032752,8.742765,0,3926,1,NaN,NaN
64,-17.040812,8.760035,0,3924,1,NaN,NaN
65,-17.054245,8.737008,0,3926,1,NaN,NaN
66,-17.062304,8.713977,0,3924,1,NaN,NaN
67,-17.06499,8.667907,0,3922,1,NaN,NaN
68,-17.062304,8.624707,0,3919,1,NaN,NaN
69,-17.051559,8.621826,0,3919,1,NaN,NaN
70,-17.043499,8.656388,0,3919,1,NaN,NaN
71,-17.043499,8.679426,0,3919,1,NaN,NaN
72,-17.062304,8.662148,0,3921,1,NaN,NaN
73,-17.07842,8.665027,0,3924,1,NaN,NaN
74,-17.086476,8.679426,0,3920,1,NaN,NaN
75,-17.059618,8.739886,0,3915,1,NaN,NaN
