n,x,y,val,dP,lab,xT,yT
0,-18.164999,7.984206,0,2625,0,NaN,NaN
1,-18.162346,7.981316,0,2625,0,NaN,NaN
2,-18.159692,7.978426,0,2625,0,NaN,NaN
3,-18.157038,7.969756,0,2624,0,NaN,NaN
4,-18.157038,7.969756,0,2624,0,NaN,NaN
5,-18.154384,7.978426,0,2624,0,NaN,NaN
6,-18.154384,7.987096,0,2624,0,NaN,NaN
7,-18.154384,7.989985,0,2622,1,NaN,NaN
8,-18.157038,7.978426,0,2620,1,NaN,NaN
9,-18.159692,7.969756,0,2617,1,NaN,NaN
10,-18.159692,7.972646,0,2614,1,NaN,NaN
11,-18.154384,7.992875,0,2611,1,NaN,NaN
12,-18.149077,8.010212,0,2612,1,NaN,NaN
13,-18.141114,8.024659,0,2612,1,NaN,NaN
14,-18.13846,8.004433,0,2610,1,NaN,NaN
15,-18.135805,7.987096,0,2608,1,NaN,NaN
16,-18.135805,7.969756,0,2606,1,NaN,NaN
17,-18.135805,7.972646,0,2605,1,NaN,NaN
18,-18.127842,7.975536,0,2606,1,NaN,NaN
19,-18.117223,7.975536,0,2607,1,NaN,NaN
20,-18.109257,7.972646,0,2608,1,NaN,NaN
21,-18.109257,7.972646,0,2607,1,NaN,NaN
22,-18.109257,7.972646,0,2606,1,NaN,NaN
23,-18.111912,7.978426,0,2606,1,NaN,NaN
24,-18.111912,7.981316,0,2606,1,NaN,NaN
25,-18.114568,7.984206,0,2605,1,NaN,NaN
26,-18.114568,7.984206,0,2606,1,NaN,NaN
27,-18.114568,7.984206,0,2607,1,NaN,NaN
28,-18.114568,7.972646,0,2606,1,NaN,NaN
29,-18.114568,7.963976,0,2604,1,NaN,NaN
30,-18.117223,7.955306,0,2602,1,NaN,NaN
31,-18.117223,7.958196,0,2602,1,NaN,NaN
32,-18.117223,7.961086,0,2603,1,NaN,NaN
33,-18.111912,7.961086,0,2603,1,NaN,NaN
34,-18.103947,7.963976,0,2601,1,NaN,NaN
35,-18.098636,7.966866,0,2598,1,NaN,NaN
36,-18.098636,7.969756,0,2594,1,NaN,NaN
37,-18.09598,7.969756,0,2593,1,NaN,NaN
38,-18.093324,7.969756,0,2594,1,NaN,NaN
39,-18.093324,7.969756,0,2594,1,NaN,NaN
40,-18.093324,7.972646,0,2592,1,NaN,NaN
41,-18.093324,7.975536,0,2591,1,NaN,NaN
42,-18.093324,7.975536,0,2590,1,NaN,NaN
43,-18.090669,7.981316,0,2588,1,NaN,NaN
44,-18.090669,7.981316,0,2587,1,NaN,NaN
45,-18.09598,7.984206,0,2587,1,NaN,NaN
46,-18.103947,7.978426,0,2587,1,NaN,NaN
47,-18.109257,7.978426,0,2588,1,NaN,NaN
48,-18.106602,7.984206,0,2587,1,NaN,NaN
49,-18.103947,7.989985,0,2583,1,NaN,NaN
50,-18.101291,7.995765,0,2580,1,NaN,NaN
51,-18.09598,7.995765,0,2578,1,NaN,NaN
52,-18.090669,8.007323,0,2578,1,NaN,NaN
53,-18.090669,8.01888,0,2579,1,NaN,NaN
54,-18.098636,8.030437,0,2579,1,NaN,NaN
55,-18.106602,8.033326,0,2579,1,NaN,NaN
56,-18.111912,8.036215,0,2578,1,NaN,NaN
57,-18.111912,8.039104,0,2577,1,NaN,NaN
58,-18.106602,8.041993,0,2576,1,NaN,NaN
59,-18.101291,8.05066,0,2575,1,NaN,NaN
60,-18.101291,8.062215,0,2574,1,NaN,NaN
61,-18.103947,8.07377,0,2574,1,NaN,NaN
62,-18.109257,8.07377,0,2574,1,NaN,NaN
63,-18.111912,8.067992,0,2574,1,NaN,NaN
64,-18.111912,8.062215,0,2572,1,NaN,NaN
65,-18.111912,8.053549,0,2571,1,NaN,NaN
66,-18.106602,8.05066,0,2570,1,NaN,NaN
67,-18.09598,8.047771,0,2568,1,NaN,NaN
68,-18.080045,8.059326,0,2566,1,NaN,NaN
69,-18.072076,8.0911,0,2566,1,NaN,NaN
70,-18.06942,8.122868,0,2567,1,NaN,NaN
71,-18.072076,8.131532,0,2568,1,NaN,NaN
72,-18.074732,8.119981,0,2568,1,NaN,NaN
73,-18.082701,8.117093,0,2566,1,NaN,NaN
74,-18.090669,8.122868,0,2565,1,NaN,NaN
75,-18.085357,8.125756,0,2565,1,NaN,NaN
76,-18.074732,8.117093,0,2564,1,NaN,NaN
77,-18.06145,8.108429,0,2562,1,NaN,NaN
78,-18.058793,8.105541,0,2562,1,NaN,NaN
79,-18.058793,8.096876,0,2563,1,NaN,NaN
80,-18.050823,8.093988,0,2564,1,NaN,NaN
81,-18.045509,8.0911,0,2564,1,NaN,NaN
82,-18.040194,8.085323,0,2565,1,NaN,NaN
83,-18.048166,8.079547,0,2565,1,NaN,NaN
84,-18.056137,8.070881,0,2566,1,NaN,NaN
85,-18.05348,8.062215,0,2566,1,NaN,NaN
86,-18.048166,8.053549,0,2566,1,NaN,NaN
87,-18.040194,8.05066,0,2565,1,NaN,NaN
88,-18.040194,8.053549,0,2563,1,NaN,NaN
89,-18.040194,8.062215,0,2561,1,NaN,NaN
90,-18.037537,8.067992,0,2559,1,NaN,NaN
91,-18.034879,8.07377,0,2557,1,NaN,NaN
92,-18.029564,8.070881,0,2556,1,NaN,NaN
93,-18.032222,8.067992,0,2555,1,NaN,NaN
94,-18.032222,8.067992,0,2555,1,NaN,NaN
95,-18.034879,8.07377,0,2556,1,NaN,NaN
96,-18.037537,8.076658,0,2556,1,NaN,NaN
97,-18.042851,8.076658,0,2555,1,NaN,NaN
98,-18.048166,8.076658,0,2553,1,NaN,NaN
99,-18.045509,8.076658,0,2551,1,NaN,NaN
100,-18.042851,8.076658,0,2549,1,NaN,NaN
101,-18.040194,8.076658,0,2549,1,NaN,NaN
102,-18.042851,8.076658,0,2549,1,NaN,NaN
103,-18.048166,8.076658,0,2549,1,NaN,NaN
104,-18.05348,8.082435,0,2549,1,NaN,NaN
105,-18.050823,8.085323,0,2549,1,NaN,NaN
106,-18.040194,8.088212,0,2547,1,NaN,NaN
107,-18.029564,8.088212,0,2544,1,NaN,NaN
108,-18.021591,8.088212,0,2541,1,NaN,NaN
109,-18.018933,8.088212,0,2539,1,NaN,NaN
110,-18.018933,8.088212,0,2539,1,NaN,NaN
111,-18.021591,8.088212,0,2539,1,NaN,NaN
112,-18.026907,8.088212,0,2538,1,NaN,NaN
113,-18.032222,8.088212,0,2537,1,NaN,NaN
114,-18.029564,8.085323,0,2537,1,NaN,NaN
115,-18.026907,8.085323,0,2538,1,NaN,NaN
116,-18.018933,8.093988,0,2539,1,NaN,NaN
117,-18.018933,8.102653,0,2539,1,NaN,NaN
118,-18.018933,8.111317,0,2538,1,NaN,NaN
119,-18.018933,8.114205,0,2536,1,NaN,NaN
120,-18.018933,8.119981,0,2536,1,NaN,NaN
121,-18.013617,8.128644,0,2536,1,NaN,NaN
122,-18.016275,8.137307,0,2536,1,NaN,NaN
123,-18.021591,8.143082,0,2536,1,NaN,NaN
124,-18.021591,8.143082,0,2536,1,NaN,NaN
125,-18.010959,8.14597,0,2536,1,NaN,NaN
126,-18.000325,8.14597,0,2535,1,NaN,NaN
127,-17.995008,8.151744,0,2534,1,NaN,NaN
128,-17.995008,8.154632,0,2534,1,NaN,NaN
129,-17.987032,8.154632,0,2535,1,NaN,NaN
130,-17.979055,8.151744,0,2535,1,NaN,NaN
131,-17.971077,8.148857,0,2534,1,NaN,NaN
132,-17.971077,8.148857,0,2532,1,NaN,NaN
133,-17.971077,8.14597,0,2529,1,NaN,NaN
134,-17.968417,8.140194,0,2525,1,NaN,NaN
135,-17.963098,8.137307,0,2524,1,NaN,NaN
136,-17.947139,8.134419,0,2523,1,NaN,NaN
137,-17.936498,8.134419,0,2522,1,NaN,NaN
138,-17.931177,8.128644,0,2522,1,NaN,NaN
139,-17.933837,8.125756,0,2521,1,NaN,NaN
140,-17.933837,8.122868,0,2520,1,NaN,NaN
141,-17.933837,8.125756,0,2519,1,NaN,NaN
142,-17.931177,8.125756,0,2518,1,NaN,NaN
143,-17.931177,8.122868,0,2519,1,NaN,NaN
144,-17.936498,8.108429,0,2519,1,NaN,NaN
145,-17.941819,8.093988,0,2520,1,NaN,NaN
146,-17.947139,8.088212,0,2520,1,NaN,NaN
147,-17.949799,8.085323,0,2518,1,NaN,NaN
148,-17.955119,8.079547,0,2516,1,NaN,NaN
149,-17.960439,8.076658,0,2513,1,NaN,NaN
150,-17.965758,8.079547,0,2511,1,NaN,NaN
151,-17.976395,8.082435,0,2508,1,NaN,NaN
152,-17.984373,8.088212,0,2505,1,NaN,NaN
153,-17.997667,8.0911,0,2503,1,NaN,NaN
154,-18.002984,8.096876,0,2503,1,NaN,NaN
155,-18.005642,8.105541,0,2503,1,NaN,NaN
156,-18.002984,8.117093,0,2502,1,NaN,NaN
157,-18.000325,8.122868,0,2502,1,NaN,NaN
158,-18.000325,8.119981,0,2502,1,NaN,NaN
159,-18.000325,8.114205,0,2500,1,NaN,NaN
160,-17.997667,8.102653,0,2498,1,NaN,NaN
161,-17.995008,8.093988,0,2497,1,NaN,NaN
162,-17.995008,8.093988,0,2497,1,NaN,NaN
163,-17.995008,8.102653,0,2499,1,NaN,NaN
164,-17.995008,8.093988,0,2500,1,NaN,NaN
165,-17.989691,8.076658,0,2500,1,NaN,NaN
166,-17.987032,8.062215,0,2499,1,NaN,NaN
167,-17.979055,8.059326,0,2499,1,NaN,NaN
168,-17.971077,8.059326,0,2499,1,NaN,NaN
169,-17.963098,8.059326,0,2498,1,NaN,NaN
170,-17.960439,8.059326,0,2498,1,NaN,NaN
171,-17.965758,8.059326,0,2498,1,NaN,NaN
172,-17.963098,8.056438,0,2498,1,NaN,NaN
173,-17.955119,8.053549,0,2498,1,NaN,NaN
174,-17.944479,8.05066,0,2497,1,NaN,NaN
175,-17.941819,8.047771,0,2495,1,NaN,NaN
176,-17.939158,8.041993,0,2495,1,NaN,NaN
177,-17.939158,8.039104,0,2495,1,NaN,NaN
178,-17.939158,8.033326,0,2493,1,NaN,NaN
179,-17.941819,8.033326,0,2491,1,NaN,NaN
180,-17.947139,8.033326,0,2488,1,NaN,NaN
181,-17.952459,8.033326,0,2487,1,NaN,NaN
182,-17.947139,8.030437,0,2486,1,NaN,NaN
183,-17.944479,8.033326,0,2485,1,NaN,NaN
184,-17.936498,8.036215,0,2484,1,NaN,NaN
185,-17.936498,8.039104,0,2483,1,NaN,NaN
186,-17.933837,8.036215,0,2484,1,NaN,NaN
187,-17.933837,8.030437,0,2486,1,NaN,NaN
188,-17.931177,8.030437,0,2489,1,NaN,NaN
189,-17.931177,8.027548,0,2489,1,NaN,NaN
190,-17.931177,8.024659,0,2487,1,NaN,NaN
191,-17.933837,8.01888,0,2485,1,NaN,NaN
192,-17.933837,8.027548,0,2485,1,NaN,NaN
193,-17.933837,8.041993,0,2482,1,NaN,NaN
194,-17.933837,8.059326,0,2478,1,NaN,NaN
195,-17.939158,8.067992,0,2475,1,NaN,NaN
196,-17.947139,8.067992,0,2476,1,NaN,NaN
197,-17.957779,8.067992,0,2477,1,NaN,NaN
198,-17.949799,8.062215,0,2477,1,NaN,NaN
199,-17.939158,8.059326,0,2477,1,NaN,NaN
200,-17.931177,8.059326,0,2477,1,NaN,NaN
201,-17.931177,8.062215,0,2476,1,NaN,NaN
202,-17.933837,8.065104,0,2476,1,NaN,NaN
203,-17.933837,8.065104,0,2475,1,NaN,NaN
204,-17.933837,8.062215,0,2475,1,NaN,NaN
205,-17.933837,8.062215,0,2476,1,NaN,NaN
206,-17.931177,8.062215,0,2476,1,NaN,NaN
207,-17.928516,8.062215,0,2476,1,NaN,NaN
208,-17.925855,8.059326,0,2475,1,NaN,NaN
209,-17.931177,8.059326,0,2473,1,NaN,NaN
210,-17.936498,8.065104,0,2471,1,NaN,NaN
211,-17.939158,8.07377,0,2469,1,NaN,NaN
212,-17.933837,8.076658,0,2469,1,NaN,NaN
213,-17.936498,8.070881,0,2469,1,NaN,NaN
214,-17.944479,8.076658,0,2469,1,NaN,NaN
215,-17.949799,8.088212,0,2469,1,NaN,NaN
216,-17.939158,8.096876,0,2470,1,NaN,NaN
217,-17.931177,8.096876,0,2470,1,NaN,NaN
218,-17.923195,8.093988,0,2469,1,NaN,NaN
219,-17.928516,8.096876,0,2467,1,NaN,NaN
220,-17.936498,8.085323,0,2465,1,NaN,NaN
221,-17.941819,8.07377,0,2467,1,NaN,NaN
222,-17.939158,8.070881,0,2469,1,NaN,NaN
223,-17.933837,8.076658,0,2470,1,NaN,NaN
224,-17.931177,8.085323,0,2469,1,NaN,NaN
225,-17.928516,8.096876,0,2468,1,NaN,NaN
226,-17.928516,8.111317,0,2468,1,NaN,NaN
227,-17.923195,8.125756,0,2467,1,NaN,NaN
228,-17.920534,8.134419,0,2466,1,NaN,NaN
229,-17.917873,8.134419,0,2465,1,NaN,NaN
230,-17.915212,8.134419,0,2463,1,NaN,NaN
231,-17.915212,8.119981,0,2462,1,NaN,NaN
232,-17.915212,8.102653,0,2461,1,NaN,NaN
233,-17.915212,8.088212,0,2461,1,NaN,NaN
234,-17.915212,8.0911,0,2462,1,NaN,NaN
235,-17.915212,8.093988,0,2462,1,NaN,NaN
236,-17.912551,8.093988,0,2461,1,NaN,NaN
237,-17.907228,8.093988,0,2461,1,NaN,NaN
238,-17.904567,8.096876,0,2462,1,NaN,NaN
239,-17.904567,8.096876,0,2462,1,NaN,NaN
240,-17.904567,8.096876,0,2462,1,NaN,NaN
241,-17.909889,8.099765,0,2462,1,NaN,NaN
242,-17.912551,8.111317,0,2463,1,NaN,NaN
243,-17.917873,8.119981,0,2462,1,NaN,NaN
244,-17.917873,8.134419,0,2462,1,NaN,NaN
245,-17.923195,8.134419,0,2460,1,NaN,NaN
246,-17.925855,8.137307,0,2460,1,NaN,NaN
247,-17.928516,8.137307,0,2460,1,NaN,NaN
248,-17.925855,8.128644,0,2460,1,NaN,NaN
249,-17.920534,8.119981,0,2460,1,NaN,NaN
250,-17.917873,8.111317,0,2459,1,NaN,NaN
251,-17.920534,8.114205,0,2459,1,NaN,NaN
252,-17.928516,8.117093,0,2458,1,NaN,NaN
253,-17.931177,8.122868,0,2457,1,NaN,NaN
254,-17.923195,8.131532,0,2457,1,NaN,NaN
255,-17.915212,8.143082,0,2455,1,NaN,NaN
256,-17.901905,8.151744,0,2454,1,NaN,NaN
257,-17.896582,8.157519,0,2454,1,NaN,NaN
258,-17.891259,8.154632,0,2453,1,NaN,NaN
259,-17.891259,8.151744,0,2454,1,NaN,NaN
260,-17.896582,8.148857,0,2454,1,NaN,NaN
261,-17.901905,8.148857,0,2455,1,NaN,NaN
262,-17.904567,8.137307,0,2455,1,NaN,NaN
263,-17.907228,8.125756,0,2454,1,NaN,NaN
264,-17.907228,8.117093,0,2454,1,NaN,NaN
265,-17.904567,8.128644,0,2454,1,NaN,NaN
266,-17.904567,8.137307,0,2455,1,NaN,NaN
267,-17.904567,8.14597,0,2455,1,NaN,NaN
268,-17.907228,8.14597,0,2455,1,NaN,NaN
269,-17.907228,8.143082,0,2454,1,NaN,NaN
270,-17.907228,8.143082,0,2453,1,NaN,NaN
271,-17.904567,8.143082,0,2454,1,NaN,NaN
