n,x,y,val,dP,lab,xT,yT
0,-15.916533,6.583931,0,2840,0,NaN,NaN
1,-15.911096,6.578115,0,2841,0,NaN,NaN
2,-15.905659,6.575207,0,2838,0,NaN,NaN
3,-15.902941,6.575207,0,2834,0,NaN,NaN
4,-15.913814,6.583931,0,2830,0,NaN,NaN
5,-15.927405,6.586839,0,2828,0,NaN,NaN
6,-15.935558,6.589746,0,2827,0,NaN,NaN
7,-15.93284,6.592654,0,2825,1,NaN,NaN
8,-15.930122,6.59847,0,2824,1,NaN,NaN
9,-15.930122,6.607193,0,2822,1,NaN,NaN
10,-15.927405,6.604285,0,2820,1,NaN,NaN
11,-15.927405,6.601378,0,2819,1,NaN,NaN
12,-15.927405,6.59847,0,2819,1,NaN,NaN
13,-15.924687,6.595562,0,2819,1,NaN,NaN
14,-15.924687,6.592654,0,2815,1,NaN,NaN
15,-15.921969,6.592654,0,2812,1,NaN,NaN
16,-15.924687,6.601378,0,2809,1,NaN,NaN
17,-15.930122,6.6101,0,2808,1,NaN,NaN
18,-15.935558,6.613008,0,2807,1,NaN,NaN
19,-15.94371,6.607193,0,2806,1,NaN,NaN
20,-15.94371,6.604285,0,2805,1,NaN,NaN
21,-15.94371,6.604285,0,2803,1,NaN,NaN
22,-15.946428,6.607193,0,2802,1,NaN,NaN
23,-15.957297,6.604285,0,2801,1,NaN,NaN
24,-15.968164,6.59847,0,2802,1,NaN,NaN
25,-15.976314,6.589746,0,2801,1,NaN,NaN
26,-15.976314,6.592654,0,2799,1,NaN,NaN
27,-15.979031,6.592654,0,2796,1,NaN,NaN
28,-15.979031,6.592654,0,2794,1,NaN,NaN
29,-15.979031,6.589746,0,2793,1,NaN,NaN
30,-15.979031,6.589746,0,2793,1,NaN,NaN
31,-15.979031,6.595562,0,2792,1,NaN,NaN
32,-15.981747,6.601378,0,2791,1,NaN,NaN
33,-15.984463,6.607193,0,2789,1,NaN,NaN
34,-15.984463,6.607193,0,2786,1,NaN,NaN
35,-15.984463,6.601378,0,2783,1,NaN,NaN
36,-15.984463,6.589746,0,2780,1,NaN,NaN
37,-15.989896,6.575207,0,2781,1,NaN,NaN
38,-15.992612,6.578115,0,2782,1,NaN,NaN
39,-15.998044,6.581023,0,2781,1,NaN,NaN
40,-16.00076,6.586839,0,2779,1,NaN,NaN
41,-16.003476,6.583931,0,2777,1,NaN,NaN
42,-16.003476,6.583931,0,2775,1,NaN,NaN
43,-15.998044,6.583931,0,2774,1,NaN,NaN
44,-15.998044,6.583931,0,2773,1,NaN,NaN
45,-15.998044,6.583931,0,2772,1,NaN,NaN
46,-16.00076,6.583931,0,2771,1,NaN,NaN
47,-16.003476,6.581023,0,2770,1,NaN,NaN
48,-16.003476,6.581023,0,2770,1,NaN,NaN
49,-15.998044,6.575207,0,2770,1,NaN,NaN
50,-15.984463,6.566483,0,2769,1,NaN,NaN
51,-15.970881,6.557758,0,2766,1,NaN,NaN
52,-15.962731,6.557758,0,2764,1,NaN,NaN
53,-15.965447,6.557758,0,2763,1,NaN,NaN
54,-15.973598,6.560666,0,2763,1,NaN,NaN
55,-15.979031,6.569391,0,2763,1,NaN,NaN
56,-15.98718,6.581023,0,2763,1,NaN,NaN
57,-15.992612,6.589746,0,2762,1,NaN,NaN
58,-15.995328,6.595562,0,2759,1,NaN,NaN
59,-15.995328,6.589746,0,2757,1,NaN,NaN
60,-15.995328,6.583931,0,2755,1,NaN,NaN
61,-15.998044,6.572299,0,2754,1,NaN,NaN
62,-16.00076,6.557758,0,2753,1,NaN,NaN
63,-16.00076,6.549033,0,2751,1,NaN,NaN
64,-16.006192,6.546125,0,2750,1,NaN,NaN
65,-16.008907,6.546125,0,2750,1,NaN,NaN
66,-16.006192,6.549033,0,2750,1,NaN,NaN
67,-16.003476,6.560666,0,2750,1,NaN,NaN
68,-16.003476,6.572299,0,2747,1,NaN,NaN
69,-16.006192,6.581023,0,2744,1,NaN,NaN
70,-16.006192,6.575207,0,2742,1,NaN,NaN
71,-16.00076,6.569391,0,2742,1,NaN,NaN
72,-15.995328,6.569391,0,2742,1,NaN,NaN
73,-15.995328,6.569391,0,2743,1,NaN,NaN
74,-15.995328,6.572299,0,2742,1,NaN,NaN
75,-15.995328,6.572299,0,2741,1,NaN,NaN
76,-15.998044,6.569391,0,2739,1,NaN,NaN
77,-16.00076,6.569391,0,2739,1,NaN,NaN
78,-16.00076,6.569391,0,2738,1,NaN,NaN
79,-16.00076,6.569391,0,2737,1,NaN,NaN
80,-16.00076,6.566483,0,2737,1,NaN,NaN
81,-15.998044,6.563575,0,2737,1,NaN,NaN
82,-15.995328,6.557758,0,2736,1,NaN,NaN
83,-15.992612,6.557758,0,2734,1,NaN,NaN
84,-15.992612,6.560666,0,2732,1,NaN,NaN
85,-15.995328,6.566483,0,2729,1,NaN,NaN
86,-15.995328,6.566483,0,2726,1,NaN,NaN
87,-15.995328,6.566483,0,2724,1,NaN,NaN
88,-15.995328,6.566483,0,2725,1,NaN,NaN
89,-15.995328,6.569391,0,2725,1,NaN,NaN
90,-15.995328,6.569391,0,2725,1,NaN,NaN
91,-15.995328,6.569391,0,2724,1,NaN,NaN
92,-15.995328,6.569391,0,2723,1,NaN,NaN
93,-15.995328,6.569391,0,2723,1,NaN,NaN
94,-15.995328,6.569391,0,2722,1,NaN,NaN
95,-15.989896,6.569391,0,2721,1,NaN,NaN
96,-15.98718,6.569391,0,2721,1,NaN,NaN
97,-15.984463,6.569391,0,2720,1,NaN,NaN
98,-15.984463,6.563575,0,2720,1,NaN,NaN
99,-15.98718,6.560666,0,2720,1,NaN,NaN
100,-15.98718,6.560666,0,2718,1,NaN,NaN
101,-15.98718,6.560666,0,2715,1,NaN,NaN
102,-15.984463,6.560666,0,2712,1,NaN,NaN
103,-15.984463,6.560666,0,2712,1,NaN,NaN
104,-15.98718,6.560666,0,2712,1,NaN,NaN
105,-15.989896,6.563575,0,2711,1,NaN,NaN
106,-15.984463,6.563575,0,2709,1,NaN,NaN
107,-15.979031,6.563575,0,2707,1,NaN,NaN
108,-15.970881,6.560666,0,2706,1,NaN,NaN
109,-15.968164,6.557758,0,2705,1,NaN,NaN
110,-15.965447,6.557758,0,2706,1,NaN,NaN
111,-15.968164,6.557758,0,2706,1,NaN,NaN
112,-15.970881,6.566483,0,2706,1,NaN,NaN
113,-15.970881,6.572299,0,2705,1,NaN,NaN
114,-15.968164,6.581023,0,2701,1,NaN,NaN
115,-15.965447,6.581023,0,2699,1,NaN,NaN
116,-15.965447,6.581023,0,2697,1,NaN,NaN
117,-15.965447,6.575207,0,2696,1,NaN,NaN
118,-15.965447,6.569391,0,2695,1,NaN,NaN
119,-15.965447,6.572299,0,2693,1,NaN,NaN
120,-15.970881,6.572299,0,2692,1,NaN,NaN
121,-15.976314,6.578115,0,2691,1,NaN,NaN
122,-15.981747,6.581023,0,2689,1,NaN,NaN
123,-15.984463,6.572299,0,2689,1,NaN,NaN
124,-15.981747,6.560666,0,2689,1,NaN,NaN
125,-15.979031,6.551942,0,2689,1,NaN,NaN
126,-15.973598,6.551942,0,2690,1,NaN,NaN
127,-15.968164,6.55485,0,2690,1,NaN,NaN
128,-15.965447,6.560666,0,2689,1,NaN,NaN
129,-15.968164,6.569391,0,2687,1,NaN,NaN
130,-15.979031,6.575207,0,2685,1,NaN,NaN
131,-15.989896,6.572299,0,2684,1,NaN,NaN
132,-15.995328,6.566483,0,2684,1,NaN,NaN
133,-15.992612,6.563575,0,2685,1,NaN,NaN
134,-15.984463,6.557758,0,2686,1,NaN,NaN
135,-15.976314,6.55485,0,2687,1,NaN,NaN
136,-15.979031,6.55485,0,2687,1,NaN,NaN
137,-15.984463,6.549033,0,2687,1,NaN,NaN
138,-15.98718,6.543217,0,2686,1,NaN,NaN
139,-15.989896,6.540308,0,2685,1,NaN,NaN
140,-15.989896,6.540308,0,2684,1,NaN,NaN
141,-15.995328,6.534491,0,2683,1,NaN,NaN
142,-15.995328,6.531583,0,2683,1,NaN,NaN
143,-15.995328,6.51704,0,2682,1,NaN,NaN
144,-15.992612,6.511223,0,2682,1,NaN,NaN
145,-15.992612,6.508314,0,2680,1,NaN,NaN
146,-15.989896,6.514131,0,2680,1,NaN,NaN
