n,x,y,val,dP,lab,xT,yT
0,-16.266559,7.164811,0,2333,0,NaN,NaN
1,-16.258433,7.164811,0,2333,0,NaN,NaN
2,-16.250306,7.164811,0,2333,0,NaN,NaN
3,-16.244888,7.164811,0,2333,0,NaN,NaN
4,-16.242179,7.167711,0,2333,0,NaN,NaN
5,-16.250306,7.167711,0,2333,0,NaN,NaN
6,-16.258433,7.164811,0,2333,0,NaN,NaN
7,-16.261142,7.164811,0,2333,1,NaN,NaN
8,-16.255724,7.167711,0,2333,1,NaN,NaN
9,-16.261142,7.188016,0,2333,1,NaN,NaN
10,-16.271976,7.205418,0,2332,1,NaN,NaN
11,-16.288226,7.225719,0,2331,1,NaN,NaN
12,-16.293641,7.246019,0,2331,1,NaN,NaN
13,-16.315302,7.272115,0,2330,1,NaN,NaN
14,-16.345077,7.298208,0,2329,1,NaN,NaN
15,-16.391075,7.330096,0,2328,1,NaN,NaN
16,-16.442459,7.361979,0,2327,1,NaN,NaN
17,-16.501923,7.396755,0,2325,1,NaN,NaN
18,-16.555949,7.411244,0,2324,1,NaN,NaN
19,-16.612644,7.425732,0,2319,1,NaN,NaN
20,-16.685488,7.434424,0,2314,1,NaN,NaN
21,-16.755581,7.440218,0,2308,1,NaN,NaN
22,-16.831009,7.44891,0,2305,1,NaN,NaN
23,-16.900995,7.460498,0,2303,1,NaN,NaN
24,-16.98975,7.474982,0,2301,1,NaN,NaN
25,-17.056932,7.486569,0,2296,1,NaN,NaN
26,-17.118696,7.509741,0,2291,1,NaN,NaN
27,-17.150905,7.53291,0,2287,1,NaN,NaN
28,-17.177737,7.550285,0,2287,1,NaN,NaN
29,-17.188468,7.564764,0,2284,1,NaN,NaN
30,-17.204562,7.582136,0,2280,1,NaN,NaN
31,-17.215289,7.599508,0,2276,1,NaN,NaN
32,-17.228697,7.608193,0,2272,1,NaN,NaN
33,-17.228697,7.611088,0,2268,1,NaN,NaN
34,-17.226016,7.616878,0,2263,1,NaN,NaN
35,-17.226016,7.622667,0,2262,1,NaN,NaN
36,-17.215289,7.622667,0,2261,1,NaN,NaN
37,-17.209926,7.613983,0,2261,1,NaN,NaN
38,-17.20188,7.605298,0,2260,1,NaN,NaN
39,-17.204562,7.599508,0,2260,1,NaN,NaN
40,-17.207244,7.596612,0,2260,1,NaN,NaN
41,-17.209926,7.590822,0,2260,1,NaN,NaN
42,-17.217971,7.585032,0,2260,1,NaN,NaN
43,-17.223334,7.582136,0,2259,1,NaN,NaN
44,-17.226016,7.585032,0,2259,1,NaN,NaN
45,-17.226016,7.587927,0,2259,1,NaN,NaN
46,-17.231379,7.593717,0,2258,1,NaN,NaN
47,-17.236741,7.596612,0,2258,1,NaN,NaN
48,-17.242103,7.599508,0,2258,1,NaN,NaN
49,-17.239422,7.602403,0,2256,1,NaN,NaN
50,-17.236741,7.602403,0,2254,1,NaN,NaN
51,-17.239422,7.599508,0,2252,1,NaN,NaN
52,-17.236741,7.608193,0,2252,1,NaN,NaN
53,-17.231379,7.619772,0,2252,1,NaN,NaN
54,-17.231379,7.628457,0,2252,1,NaN,NaN
55,-17.236741,7.625562,0,2251,1,NaN,NaN
56,-17.239422,7.616878,0,2250,1,NaN,NaN
57,-17.239422,7.608193,0,2250,1,NaN,NaN
58,-17.239422,7.599508,0,2251,1,NaN,NaN
59,-17.236741,7.599508,0,2252,1,NaN,NaN
60,-17.231379,7.596612,0,2253,1,NaN,NaN
61,-17.23406,7.593717,0,2253,1,NaN,NaN
62,-17.239422,7.593717,0,2253,1,NaN,NaN
63,-17.247465,7.596612,0,2252,1,NaN,NaN
64,-17.244784,7.599508,0,2251,1,NaN,NaN
65,-17.247465,7.602403,0,2251,1,NaN,NaN
66,-17.247465,7.602403,0,2251,1,NaN,NaN
67,-17.250146,7.605298,0,2252,1,NaN,NaN
68,-17.255507,7.605298,0,2252,1,NaN,NaN
69,-17.263548,7.608193,0,2250,1,NaN,NaN
70,-17.271589,7.608193,0,2248,1,NaN,NaN
71,-17.276949,7.608193,0,2246,1,NaN,NaN
72,-17.284988,7.608193,0,2246,1,NaN,NaN
73,-17.293027,7.608193,0,2246,1,NaN,NaN
74,-17.295707,7.605298,0,2245,1,NaN,NaN
75,-17.290348,7.605298,0,2245,1,NaN,NaN
76,-17.284988,7.605298,0,2244,1,NaN,NaN
77,-17.284988,7.608193,0,2243,1,NaN,NaN
78,-17.284988,7.608193,0,2243,1,NaN,NaN
79,-17.284988,7.616878,0,2243,1,NaN,NaN
80,-17.284988,7.622667,0,2240,1,NaN,NaN
81,-17.282309,7.625562,0,2238,1,NaN,NaN
82,-17.279629,7.625562,0,2237,1,NaN,NaN
83,-17.279629,7.625562,0,2238,1,NaN,NaN
84,-17.279629,7.628457,0,2238,1,NaN,NaN
85,-17.282309,7.628457,0,2236,1,NaN,NaN
86,-17.282309,7.637141,0,2233,1,NaN,NaN
87,-17.290348,7.64293,0,2231,1,NaN,NaN
88,-17.298386,7.645824,0,2229,1,NaN,NaN
89,-17.303745,7.64293,0,2228,1,NaN,NaN
90,-17.306424,7.640035,0,2229,1,NaN,NaN
91,-17.309103,7.640035,0,2228,1,NaN,NaN
92,-17.309103,7.64293,0,2226,1,NaN,NaN
93,-17.306424,7.645824,0,2225,1,NaN,NaN
94,-17.303745,7.648719,0,2225,1,NaN,NaN
95,-17.303745,7.654508,0,2222,1,NaN,NaN
