n,x,y,val,dP,lab,xT,yT
0,-14.446525,6.688593,0,5827,0,NaN,NaN
1,-14.520919,6.656618,0,5819,0,NaN,NaN
2,-14.600768,6.615916,0,5815,0,NaN,NaN
3,-14.694311,6.572299,0,5812,0,NaN,NaN
4,-14.768538,6.5374,0,5812,0,NaN,NaN
5,-14.831728,6.519949,0,5810,0,NaN,NaN
6,-14.881155,6.511223,0,5807,0,NaN,NaN
7,-14.922328,6.499587,0,5804,0,NaN,NaN
8,-14.960741,6.473406,0,5797,0,NaN,NaN
9,-14.985428,6.461769,0,5790,1,NaN,NaN
10,-14.999141,6.450131,0,5782,1,NaN,NaN
11,-14.999141,6.450131,0,5782,1,NaN,NaN
12,-14.996398,6.453041,0,5782,1,NaN,NaN
13,-14.979943,6.45595,0,5782,1,NaN,NaN
14,-14.960741,6.461769,0,5783,1,NaN,NaN
15,-14.936048,6.467588,0,5780,1,NaN,NaN
16,-14.919583,6.467588,0,5777,1,NaN,NaN
17,-14.903116,6.479224,0,5774,1,NaN,NaN
18,-14.892136,6.487951,0,5773,1,NaN,NaN
19,-14.881155,6.496678,0,5773,1,NaN,NaN
20,-14.87841,6.493769,0,5772,1,NaN,NaN
21,-14.872919,6.493769,0,5771,1,NaN,NaN
22,-14.861936,6.493769,0,5772,1,NaN,NaN
23,-14.848206,6.496678,0,5772,1,NaN,NaN
24,-14.834474,6.499587,0,5772,1,NaN,NaN
25,-14.831728,6.499587,0,5772,1,NaN,NaN
26,-14.828981,6.499587,0,5772,1,NaN,NaN
27,-14.826235,6.502496,0,5772,1,NaN,NaN
28,-14.817994,6.508314,0,5773,1,NaN,NaN
29,-14.8125,6.514131,0,5774,1,NaN,NaN
30,-14.807006,6.51704,0,5775,1,NaN,NaN
31,-14.807006,6.51704,0,5775,1,NaN,NaN
32,-14.807006,6.511223,0,5773,1,NaN,NaN
33,-14.807006,6.508314,0,5770,1,NaN,NaN
34,-14.8125,6.505405,0,5766,1,NaN,NaN
35,-14.817994,6.505405,0,5763,1,NaN,NaN
36,-14.823488,6.505405,0,5760,1,NaN,NaN
37,-14.817994,6.502496,0,5757,1,NaN,NaN
38,-14.815247,6.499587,0,5755,1,NaN,NaN
39,-14.8125,6.499587,0,5754,1,NaN,NaN
40,-14.815247,6.49086,0,5751,1,NaN,NaN
41,-14.815247,6.485042,0,5749,1,NaN,NaN
42,-14.8125,6.473406,0,5748,1,NaN,NaN
43,-14.809753,6.467588,0,5746,1,NaN,NaN
44,-14.804258,6.461769,0,5742,1,NaN,NaN
45,-14.801511,6.461769,0,5735,1,NaN,NaN
46,-14.801511,6.461769,0,5731,1,NaN,NaN
47,-14.801511,6.461769,0,5729,1,NaN,NaN
48,-14.801511,6.461769,0,5730,1,NaN,NaN
49,-14.798764,6.461769,0,5728,1,NaN,NaN
50,-14.798764,6.464678,0,5727,1,NaN,NaN
51,-14.798764,6.464678,0,5724,1,NaN,NaN
52,-14.796016,6.467588,0,5723,1,NaN,NaN
53,-14.796016,6.464678,0,5719,1,NaN,NaN
54,-14.796016,6.461769,0,5715,1,NaN,NaN
55,-14.787773,6.45595,0,5713,2,NaN,NaN
56,-14.774034,6.453041,0,5713,2,NaN,NaN
57,-14.754796,6.453041,0,5712,2,NaN,NaN
58,-14.732805,6.450131,0,5710,2,NaN,NaN
59,-14.71081,6.447222,0,5708,2,NaN,NaN
60,-14.691561,6.447222,0,5707,2,NaN,NaN
61,-14.636544,6.447222,0,5706,2,NaN,NaN
62,-14.509901,6.45886,0,5705,2,NaN,NaN
63,-14.311386,6.467588,0,5705,2,NaN,NaN
64,-14.118048,6.479224,0,5704,2,NaN,NaN
65,-13.882839,6.473406,0,5707,2,NaN,NaN
66,-13.647152,6.467588,0,5711,2,NaN,NaN
67,-13.352576,6.464678,0,5721,2,NaN,NaN
68,-13.046122,6.45886,0,5728,2,NaN,NaN
69,-12.716534,6.450131,0,5737,2,NaN,NaN
70,-12.386089,6.435584,0,5741,2,NaN,NaN
71,-12.035126,6.412306,0,5751,2,NaN,NaN
72,-11.700155,6.397756,0,5762,2,NaN,NaN
73,-11.316336,6.383205,0,5770,2,NaN,NaN
74,-10.968316,6.374474,0,5769,2,NaN,NaN
75,-10.605278,6.362833,0,5768,2,NaN,NaN
76,-10.247069,6.351191,0,5768,2,NaN,NaN
77,-9.862373,6.330816,0,5771,2,NaN,NaN
78,-9.465339,6.31335,0,5774,2,NaN,NaN
79,-9.096045,6.28715,0,5777,2,NaN,NaN
80,-8.728859,6.263859,0,5779,2,NaN,NaN
81,-8.358071,6.226006,0,5775,2,NaN,NaN
82,-7.97793,6.202709,0,5771,2,NaN,NaN
83,-7.559535,6.167759,0,5767,2,NaN,NaN
84,-7.140328,6.138632,0,5768,2,NaN,NaN
85,-6.726149,6.112414,0,5764,2,NaN,NaN
86,-6.340298,6.094934,0,5760,2,NaN,NaN
87,-5.950961,6.077453,0,5755,2,NaN,NaN
88,-5.561071,6.059971,0,5753,2,NaN,NaN
89,-5.167749,6.048315,0,5755,2,NaN,NaN
90,-4.806044,6.033745,0,5758,2,NaN,NaN
91,-4.441032,6.025003,0,5762,2,NaN,NaN
92,-4.104902,6.01626,0,5763,2,NaN,NaN
93,-3.750929,6.004603,0,5763,2,NaN,NaN
94,-3.396669,5.984201,0,5760,2,NaN,NaN
95,-3.068526,5.963798,0,5757,2,NaN,NaN
96,-2.704991,5.934648,0,5760,2,NaN,NaN
97,-2.376448,5.905495,0,5765,2,NaN,NaN
98,-2.033072,5.879255,0,5769,2,NaN,NaN
99,-1.771772,5.870508,0,5769,2,NaN,NaN
100,-1.525084,5.873423,0,5768,2,NaN,NaN
101,-1.295966,5.882171,0,5766,2,NaN,NaN
102,-1.055053,5.896749,0,5765,2,NaN,NaN
103,-0.811165,5.914241,0,5765,2,NaN,NaN
104,-0.579003,5.928818,0,5762,2,NaN,NaN
105,-0.376212,5.940478,0,5759,2,NaN,NaN
106,-0.205743,5.949224,0,5760,2,NaN,NaN
107,-0.041149,5.955053,0,5765,2,NaN,NaN
108,0.102872,5.957968,0,5769,2,NaN,NaN
109,0.205743,5.963798,0,5770,2,NaN,NaN
110,0.241013,5.963798,0,5769,2,NaN,NaN
111,0.246891,5.957968,0,5765,2,NaN,NaN
112,0.229256,5.952138,0,5759,2,NaN,NaN
113,0.205743,5.949224,0,5754,2,NaN,NaN
114,0.164595,5.952138,0,5750,1,NaN,NaN
115,0.135203,5.955053,0,5749,1,NaN,NaN
116,0.102872,5.957968,0,5747,1,NaN,NaN
117,0.085237,5.957968,0,5746,1,NaN,NaN
118,0.076419,5.955053,0,5745,1,NaN,NaN
119,0.076419,5.955053,0,5740,1,NaN,NaN
120,0.079358,5.946309,0,5735,1,NaN,NaN
121,0.085237,5.937563,0,5730,1,NaN,NaN
122,0.096993,5.931733,0,5729,1,NaN,NaN
123,0.126385,5.934648,0,5726,1,NaN,NaN
124,0.155777,5.937563,0,5722,1,NaN,NaN
125,0.179291,5.937563,0,5720,1,NaN,NaN
126,0.193986,5.928818,0,5719,1,NaN,NaN
127,0.202804,5.922987,0,5718,1,NaN,NaN
128,0.208682,5.914241,0,5718,1,NaN,NaN
129,0.214561,5.914241,0,5717,1,NaN,NaN
130,0.220439,5.908411,0,5717,1,NaN,NaN
131,0.226317,5.896749,0,5715,1,NaN,NaN
132,0.229256,5.890918,0,5713,1,NaN,NaN
133,0.232195,5.885086,0,5712,1,NaN,NaN
134,0.235135,5.885086,0,5711,1,NaN,NaN
135,0.238074,5.885086,0,5710,1,NaN,NaN
136,0.241013,5.882171,0,5706,1,NaN,NaN
137,0.24983,5.879255,0,5701,1,NaN,NaN
138,0.255709,5.876339,0,5697,1,NaN,NaN
139,0.261587,5.870508,0,5695,1,NaN,NaN
140,0.270404,5.867592,0,5694,1,NaN,NaN
141,0.276283,5.86176,0,5693,1,NaN,NaN
142,0.282161,5.858844,0,5691,1,NaN,NaN
143,0.2851,5.855928,0,5690,1,NaN,NaN
144,0.290978,5.855928,0,5689,1,NaN,NaN
145,0.293917,5.855928,0,5689,1,NaN,NaN
146,0.296856,5.853012,0,5687,1,NaN,NaN
147,0.299796,5.850096,0,5684,1,NaN,NaN
148,0.302735,5.84718,0,5679,1,NaN,NaN
149,0.308613,5.844264,0,5677,1,NaN,NaN
150,0.311552,5.844264,0,5673,1,NaN,NaN
