n,x,y,val,dP,lab,xT,yT
0,-13.688778,6.990697,0,2002,0,NaN,NaN
1,-13.688778,6.987794,0,2001,0,NaN,NaN
2,-13.688778,6.98489,0,1999,0,NaN,NaN
3,-13.697102,6.979084,0,1999,0,NaN,NaN
4,-13.70265,6.973278,0,2000,0,NaN,NaN
5,-13.708199,6.964568,0,1998,0,NaN,NaN
6,-13.70265,6.990697,0,1995,0,NaN,NaN
7,-13.694327,7.016822,0,1993,1,NaN,NaN
8,-13.688778,7.040042,0,1994,1,NaN,NaN
9,-13.688778,7.002308,0,1994,1,NaN,NaN
10,-13.688778,6.976181,0,1994,1,NaN,NaN
11,-13.708199,6.947148,0,1996,1,NaN,NaN
12,-13.727616,6.952955,0,1997,1,NaN,NaN
13,-13.74703,6.923918,0,1998,1,NaN,NaN
14,-13.741484,6.897782,0,1999,1,NaN,NaN
15,-13.73039,6.86293,0,2000,1,NaN,NaN
16,-13.710973,6.854216,0,1996,1,NaN,NaN
17,-13.705424,6.857121,0,1993,1,NaN,NaN
18,-13.708199,6.868739,0,1992,1,NaN,NaN
19,-13.722069,6.880357,0,1995,1,NaN,NaN
20,-13.719295,6.874548,0,1997,1,NaN,NaN
21,-13.716521,6.874548,0,1996,1,NaN,NaN
22,-13.710973,6.874548,0,1995,1,NaN,NaN
23,-13.705424,6.874548,0,1996,1,NaN,NaN
24,-13.708199,6.874548,0,1996,1,NaN,NaN
25,-13.716521,6.877453,0,1996,1,NaN,NaN
26,-13.713747,6.88907,0,1997,1,NaN,NaN
27,-13.70265,6.926822,0,1997,1,NaN,NaN
28,-13.680454,6.979084,0,1996,1,NaN,NaN
29,-13.669354,7.02553,0,1995,1,NaN,NaN
30,-13.669354,7.034237,0,1995,1,NaN,NaN
31,-13.683229,7.016822,0,1996,1,NaN,NaN
32,-13.699876,6.967471,0,1997,1,NaN,NaN
33,-13.705424,6.923918,0,1997,1,NaN,NaN
34,-13.722069,6.894878,0,1996,1,NaN,NaN
35,-13.733163,6.897782,0,1991,1,NaN,NaN
36,-13.749803,6.923918,0,1986,1,NaN,NaN
37,-13.75535,6.947148,0,1985,1,NaN,NaN
38,-13.752576,6.967471,0,1989,1,NaN,NaN
39,-13.74703,6.970375,0,1990,1,NaN,NaN
40,-13.73039,6.979084,0,1986,1,NaN,NaN
41,-13.722069,6.987794,0,1982,1,NaN,NaN
42,-13.74703,6.990697,0,1981,1,NaN,NaN
43,-13.763668,6.990697,0,1981,1,NaN,NaN
44,-13.777532,6.999405,0,1983,1,NaN,NaN
45,-13.760895,7.008114,0,1988,1,NaN,NaN
46,-13.758123,6.987794,0,1992,1,NaN,NaN
47,-13.75535,6.955858,0,1997,1,NaN,NaN
48,-13.758123,6.923918,0,1998,1,NaN,NaN
49,-13.763668,6.938437,0,1999,1,NaN,NaN
50,-13.769214,6.950051,0,1993,1,NaN,NaN
