n,x,y,val,dP,lab,xT,yT
0,-14.697061,8.460454,0,3271,0,NaN,NaN
1,-14.694311,8.46622,0,3269,0,NaN,NaN
2,-14.691561,8.469103,0,3268,0,NaN,NaN
3,-14.691561,8.46622,0,3270,0,NaN,NaN
4,-14.691561,8.486398,0,3272,0,NaN,NaN
5,-14.697061,8.509457,0,3272,0,NaN,NaN
6,-14.70806,8.52963,0,3271,0,NaN,NaN
7,-14.716309,8.526749,0,3268,1,NaN,NaN
8,-14.721808,8.497928,0,3265,1,NaN,NaN
9,-14.721808,8.471985,0,3264,1,NaN,NaN
10,-14.724557,8.443156,0,3265,1,NaN,NaN
11,-14.730056,8.43739,0,3267,1,NaN,NaN
12,-14.719059,8.448922,0,3266,1,NaN,NaN
13,-14.71081,8.460454,0,3264,1,NaN,NaN
14,-14.699811,8.474868,0,3263,1,NaN,NaN
15,-14.699811,8.474868,0,3263,1,NaN,NaN
16,-14.697061,8.463337,0,3264,1,NaN,NaN
17,-14.68881,8.454688,0,3256,1,NaN,NaN
18,-14.677809,8.446039,0,3248,1,NaN,NaN
19,-14.666806,8.434507,0,3239,1,NaN,NaN
20,-14.664056,8.422973,0,3239,1,NaN,NaN
21,-14.664056,8.42009,0,3239,1,NaN,NaN
22,-14.68331,8.42874,0,3239,1,NaN,NaN
23,-14.699811,8.443156,0,3236,1,NaN,NaN
24,-14.716309,8.448922,0,3234,1,NaN,NaN
25,-14.70531,8.451805,0,3232,1,NaN,NaN
26,-14.691561,8.457571,0,3232,1,NaN,NaN
27,-14.697061,8.483516,0,3230,1,NaN,NaN
28,-14.71081,8.509457,0,3227,1,NaN,NaN
29,-14.719059,8.523867,0,3226,1,NaN,NaN
30,-14.70806,8.518103,0,3227,1,NaN,NaN
31,-14.699811,8.515221,0,3227,1,NaN,NaN
32,-14.699811,8.515221,0,3226,1,NaN,NaN
33,-14.68881,8.50081,0,3220,1,NaN,NaN
34,-14.677809,8.486398,0,3215,1,NaN,NaN
