n,x,y,val,dP,lab,xT,yT
0,-16.860625,8.483516,0,5603,0,NaN,NaN
1,-16.857933,8.483516,0,5597,0,NaN,NaN
2,-16.849857,8.477751,0,5594,0,NaN,NaN
3,-16.844472,8.451805,0,5592,0,NaN,NaN
4,-16.852549,8.431624,0,5592,0,NaN,NaN
5,-16.866009,8.431624,0,5593,0,NaN,NaN
6,-16.868701,8.434507,0,5593,0,NaN,NaN
7,-16.855241,8.431624,0,5590,1,NaN,NaN
8,-16.839087,8.42009,0,5584,1,NaN,NaN
9,-16.839087,8.411439,0,5578,1,NaN,NaN
10,-16.847164,8.408556,0,5576,1,NaN,NaN
11,-16.857933,8.414323,0,5578,1,NaN,NaN
12,-16.849857,8.414323,0,5579,1,NaN,NaN
13,-16.828316,8.397021,0,5579,1,NaN,NaN
14,-16.809464,8.379717,0,5579,1,NaN,NaN
15,-16.809464,8.365297,0,5578,1,NaN,NaN
16,-16.809464,8.365297,0,5578,1,NaN,NaN
17,-16.844472,8.362412,0,5580,1,NaN,NaN
18,-16.890232,8.362412,0,5583,1,NaN,NaN
19,-16.938659,8.388369,0,5586,1,NaN,NaN
20,-16.960174,8.417207,0,5580,1,NaN,NaN
21,-16.976307,8.451805,0,5570,1,NaN,NaN
22,-16.98975,8.463337,0,5561,1,NaN,NaN
23,-16.992438,8.477751,0,5561,1,NaN,NaN
24,-16.997814,8.486398,0,5564,1,NaN,NaN
25,-17.000502,8.486398,0,5559,1,NaN,NaN
26,-17.005878,8.518103,0,5550,1,NaN,NaN
27,-17.030065,8.549802,0,5540,1,NaN,NaN
28,-17.056932,8.581496,0,5539,1,NaN,NaN
29,-17.083791,8.590139,0,5538,1,NaN,NaN
30,-17.083791,8.598781,0,5529,1,NaN,NaN
31,-17.083791,8.595901,0,5519,1,NaN,NaN
32,-17.086476,8.584377,0,5507,1,NaN,NaN
33,-17.102588,8.598781,0,5504,1,NaN,NaN
34,-17.116012,8.633347,0,5503,1,NaN,NaN
35,-17.121381,8.665027,0,5504,1,NaN,NaN
36,-17.116012,8.670787,0,5509,1,NaN,NaN
37,-17.116012,8.673667,0,5514,1,NaN,NaN
38,-17.142854,8.688064,0,5519,1,NaN,NaN
39,-17.175055,8.702461,0,5528,1,NaN,NaN
40,-17.212608,8.70534,0,5537,1,NaN,NaN
41,-17.223334,8.702461,0,5546,1,NaN,NaN
42,-17.204562,8.702461,0,5536,1,NaN,NaN
43,-17.183103,8.713977,0,5525,1,NaN,NaN
44,-17.167006,8.719735,0,5515,1,NaN,NaN
45,-17.177737,8.722614,0,5515,1,NaN,NaN
46,-17.191151,8.716856,0,5517,1,NaN,NaN
47,-17.199198,8.716856,0,5518,1,NaN,NaN
48,-17.20188,8.7514,0,5520,1,NaN,NaN
49,-17.209926,8.788816,0,5519,1,NaN,NaN
50,-17.212608,8.797449,0,5519,1,NaN,NaN
51,-17.215289,8.771548,0,5519,1,NaN,NaN
52,-17.223334,8.742765,0,5521,1,NaN,NaN
53,-17.23406,8.737008,0,5523,1,NaN,NaN
54,-17.242103,8.737008,0,5524,1,NaN,NaN
55,-17.244784,8.737008,0,5520,1,NaN,NaN
56,-17.239422,8.754279,0,5515,1,NaN,NaN
57,-17.231379,8.771548,0,5507,1,NaN,NaN
58,-17.220653,8.788816,0,5503,1,NaN,NaN
59,-17.215289,8.791694,0,5502,1,NaN,NaN
60,-17.215289,8.794572,0,5505,1,NaN,NaN
61,-17.215289,8.797449,0,5508,1,NaN,NaN
62,-17.204562,8.791694,0,5507,1,NaN,NaN
63,-17.191151,8.785938,0,5507,1,NaN,NaN
64,-17.161639,8.780182,0,5507,1,NaN,NaN
65,-17.150905,8.800327,0,5507,1,NaN,NaN
66,-17.145538,8.82047,0,5506,1,NaN,NaN
67,-17.161639,8.84061,0,5504,1,NaN,NaN
