n,x,y,val,dP,lab,xT,yT
0,-15.690673,6.208533,0,2499,0,NaN,NaN
1,-15.693398,6.208533,0,2499,0,NaN,NaN
2,-15.693398,6.208533,0,2498,0,NaN,NaN
3,-15.693398,6.211445,0,2497,0,NaN,NaN
4,-15.693398,6.217269,0,2495,0,NaN,NaN
5,-15.704294,6.226006,0,2494,0,NaN,NaN
6,-15.712465,6.231829,0,2493,0,NaN,NaN
7,-15.723359,6.231829,0,2490,1,NaN,NaN
8,-15.726082,6.228918,0,2489,1,NaN,NaN
9,-15.726082,6.228918,0,2488,1,NaN,NaN
10,-15.726082,6.226006,0,2486,1,NaN,NaN
11,-15.720635,6.217269,0,2485,1,NaN,NaN
12,-15.717912,6.208533,0,2485,1,NaN,NaN
13,-15.715188,6.196884,0,2486,1,NaN,NaN
14,-15.715188,6.188147,0,2486,1,NaN,NaN
15,-15.709741,6.185235,0,2487,1,NaN,NaN
16,-15.70157,6.182322,0,2487,1,NaN,NaN
17,-15.696122,6.182322,0,2486,1,NaN,NaN
18,-15.693398,6.185235,0,2484,1,NaN,NaN
19,-15.693398,6.185235,0,2480,1,NaN,NaN
20,-15.6825,6.185235,0,2477,2,NaN,NaN
21,-15.668877,6.185235,0,2476,2,NaN,NaN
22,-15.625271,6.182322,0,2476,2,NaN,NaN
23,-15.573464,6.188147,0,2476,2,NaN,NaN
24,-15.488882,6.211445,0,2476,2,NaN,NaN
25,-15.409694,6.228918,0,2472,2,NaN,NaN
26,-15.283961,6.243477,0,2468,2,NaN,NaN
27,-15.136169,6.240565,0,2464,2,NaN,NaN
28,-14.938792,6.2493,0,2464,2,NaN,NaN
29,-14.721808,6.263859,0,2464,2,NaN,NaN
30,-14.529182,6.304617,0,2465,2,NaN,NaN
31,-14.355531,6.327905,0,2466,2,NaN,NaN
32,-14.214758,6.34828,0,2470,2,NaN,NaN
33,-14.029555,6.34828,0,2473,2,NaN,NaN
34,-13.844053,6.359922,0,2474,2,NaN,NaN
35,-13.694327,6.400666,0,2473,2,NaN,NaN
36,-13.616616,6.444312,0,2469,2,NaN,NaN
37,-13.591627,6.479224,0,2467,2,NaN,NaN
38,-13.563855,6.461769,0,2470,2,NaN,NaN
39,-13.519406,6.441403,0,2475,2,NaN,NaN
40,-13.469381,6.421035,0,2480,2,NaN,NaN
41,-13.430459,6.426855,0,2479,1,NaN,NaN
42,-13.410993,6.429764,0,2477,1,NaN,NaN
43,-13.408212,6.423945,0,2475,1,NaN,NaN
44,-13.422117,6.418125,0,2475,1,NaN,NaN
45,-13.433239,6.406486,0,2473,1,NaN,NaN
46,-13.452702,6.403576,0,2472,1,NaN,NaN
47,-13.474941,6.397756,0,2472,1,NaN,NaN
48,-13.491617,6.391936,0,2473,1,NaN,NaN
49,-13.497176,6.386115,0,2475,1,NaN,NaN
50,-13.494396,6.374474,0,2475,1,NaN,NaN
51,-13.494396,6.357012,0,2473,1,NaN,NaN
52,-13.494396,6.342459,0,2470,1,NaN,NaN
53,-13.494396,6.333727,0,2467,1,NaN,NaN
54,-13.494396,6.330816,0,2468,1,NaN,NaN
55,-13.497176,6.330816,0,2468,1,NaN,NaN
56,-13.499955,6.330816,0,2468,1,NaN,NaN
57,-13.502734,6.333727,0,2468,1,NaN,NaN
58,-13.505513,6.333727,0,2465,1,NaN,NaN
59,-13.499955,6.336637,0,2463,1,NaN,NaN
60,-13.483279,6.336637,0,2460,1,NaN,NaN
61,-13.469381,6.34537,0,2459,1,NaN,NaN
62,-13.452702,6.351191,0,2458,1,NaN,NaN
63,-13.441581,6.359922,0,2454,1,NaN,NaN
64,-13.433239,6.354101,0,2451,1,NaN,NaN
65,-13.416555,6.34828,0,2448,1,NaN,NaN
66,-13.397087,6.354101,0,2448,1,NaN,NaN
67,-13.380397,6.359922,0,2448,1,NaN,NaN
68,-13.366487,6.362833,0,2446,1,NaN,NaN
69,-13.355358,6.357012,0,2445,1,NaN,NaN
70,-13.341446,6.357012,0,2444,1,NaN,NaN
