n,x,y,val,dP,lab,xT,yT
0,-8.619709,9.455246,0,2635,0,NaN,NaN
1,-8.628329,9.455246,0,2633,0,NaN,NaN
2,-8.642693,9.455246,0,2630,0,NaN,NaN
3,-8.67142,9.46098,0,2629,0,NaN,NaN
4,-8.703013,9.446645,0,2629,0,NaN,NaN
5,-8.771926,9.42944,0,2631,0,NaN,NaN
6,-8.849423,9.374948,0,2632,0,NaN,NaN
7,-8.992848,9.340523,0,2634,0,NaN,NaN
8,-9.141891,9.306092,0,2635,0,NaN,NaN
9,-9.328018,9.31757,0,2635,0,NaN,NaN
10,-9.493934,9.320439,0,2633,0,NaN,NaN
11,-9.659688,9.306092,0,2631,0,NaN,NaN
12,-9.833841,9.268783,0,2630,0,NaN,NaN
13,-10.027762,9.242949,0,2630,0,NaN,NaN
14,-10.241376,9.237208,0,2630,0,NaN,NaN
15,-10.426276,9.240079,0,2628,0,NaN,NaN
16,-10.585399,9.242949,0,2625,0,NaN,NaN
17,-10.735846,9.24582,0,2622,0,NaN,NaN
18,-10.894645,9.257302,0,2620,0,NaN,NaN
19,-11.061769,9.294613,0,2620,0,NaN,NaN
20,-11.223047,9.337654,0,2620,0,NaN,NaN
21,-11.338942,9.380685,0,2615,0,NaN,NaN
22,-11.420861,9.397894,0,2611,0,NaN,NaN
23,-11.457567,9.400762,0,2607,0,NaN,NaN
24,-11.508376,9.400762,0,2607,0,NaN,NaN
25,-11.559167,9.397894,0,2607,1,NaN,NaN
26,-11.629678,9.395026,0,2607,1,NaN,NaN
27,-11.674787,9.38929,0,2608,1,NaN,NaN
28,-11.714245,9.37208,0,2608,1,NaN,NaN
29,-11.736788,9.357737,0,2608,1,NaN,NaN
30,-11.759327,9.346261,0,2608,1,NaN,NaN
31,-11.781862,9.34913,0,2607,1,NaN,NaN
32,-11.804393,9.354868,0,2606,1,NaN,NaN
33,-11.824105,9.354868,0,2609,1,NaN,NaN
34,-11.829737,9.354868,0,2612,1,NaN,NaN
35,-11.829737,9.340523,0,2612,1,NaN,NaN
36,-11.826921,9.329047,0,2609,1,NaN,NaN
37,-11.821289,9.320439,0,2608,1,NaN,NaN
38,-11.807209,9.31757,0,2609,1,NaN,NaN
39,-11.798761,9.3147,0,2610,1,NaN,NaN
40,-11.787495,9.311831,0,2610,1,NaN,NaN
41,-11.784678,9.3147,0,2610,1,NaN,NaN
42,-11.781862,9.3147,0,2611,1,NaN,NaN
43,-11.784678,9.3147,0,2614,1,NaN,NaN
44,-11.784678,9.311831,0,2616,1,NaN,NaN
45,-11.787495,9.308961,0,2617,1,NaN,NaN
46,-11.790312,9.308961,0,2616,1,NaN,NaN
47,-11.793128,9.311831,0,2615,1,NaN,NaN
48,-11.793128,9.31757,0,2614,1,NaN,NaN
49,-11.790312,9.323308,0,2613,1,NaN,NaN
