n,x,y,val,dP,lab,xT,yT
0,-15.766923,6.726377,0,1941,0,NaN,NaN
1,-15.739698,6.72347,0,1944,0,NaN,NaN
2,-15.736975,6.720564,0,1944,0,NaN,NaN
3,-15.731529,6.714752,0,1942,0,NaN,NaN
4,-15.723359,6.708939,0,1939,0,NaN,NaN
5,-15.720635,6.708939,0,1940,0,NaN,NaN
6,-15.715188,6.711845,0,1943,0,NaN,NaN
7,-15.712465,6.714752,0,1947,1,NaN,NaN
8,-15.712465,6.714752,0,1946,1,NaN,NaN
9,-15.712465,6.706032,0,1950,1,NaN,NaN
10,-15.723359,6.697313,0,1954,1,NaN,NaN
11,-15.728805,6.6915,0,1958,1,NaN,NaN
12,-15.734252,6.685686,0,1959,1,NaN,NaN
13,-15.731529,6.679873,0,1957,1,NaN,NaN
14,-15.726082,6.674059,0,1954,1,NaN,NaN
15,-15.720635,6.668245,0,1952,1,NaN,NaN
16,-15.715188,6.659525,0,1952,1,NaN,NaN
17,-15.707017,6.647896,0,1952,1,NaN,NaN
18,-15.696122,6.636267,0,1951,1,NaN,NaN
19,-15.690673,6.639175,0,1951,1,NaN,NaN
20,-15.687949,6.63336,0,1951,1,NaN,NaN
21,-15.687949,6.63336,0,1950,1,NaN,NaN
22,-15.696122,6.642082,0,1945,1,NaN,NaN
23,-15.704294,6.656618,0,1941,1,NaN,NaN
24,-15.712465,6.662432,0,1938,1,NaN,NaN
25,-15.726082,6.659525,0,1938,1,NaN,NaN
26,-15.74242,6.659525,0,1938,1,NaN,NaN
27,-15.750589,6.659525,0,1938,1,NaN,NaN
28,-15.745143,6.656618,0,1938,1,NaN,NaN
29,-15.74242,6.659525,0,1939,1,NaN,NaN
30,-15.747866,6.662432,0,1940,1,NaN,NaN
31,-15.734252,6.668245,0,1941,1,NaN,NaN
32,-15.715188,6.671152,0,1942,1,NaN,NaN
33,-15.698846,6.665339,0,1945,1,NaN,NaN
34,-15.70157,6.656618,0,1947,1,NaN,NaN
35,-15.707017,6.650803,0,1950,1,NaN,NaN
36,-15.712465,6.650803,0,1949,1,NaN,NaN
37,-15.717912,6.653711,0,1948,1,NaN,NaN
38,-15.717912,6.659525,0,1947,1,NaN,NaN
39,-15.712465,6.671152,0,1946,1,NaN,NaN
40,-15.70157,6.697313,0,1943,1,NaN,NaN
41,-15.690673,6.720564,0,1940,1,NaN,NaN
42,-15.690673,6.735095,0,1938,1,NaN,NaN
43,-15.693398,6.735095,0,1938,1,NaN,NaN
44,-15.696122,6.72347,0,1937,1,NaN,NaN
45,-15.707017,6.708939,0,1935,1,NaN,NaN
46,-15.717912,6.688593,0,1934,1,NaN,NaN
47,-15.726082,6.679873,0,1934,1,NaN,NaN
48,-15.728805,6.671152,0,1935,1,NaN,NaN
49,-15.707017,6.659525,0,1935,1,NaN,NaN
50,-15.685225,6.650803,0,1935,1,NaN,NaN
51,-15.668877,6.644989,0,1935,1,NaN,NaN
52,-15.671602,6.647896,0,1935,1,NaN,NaN
53,-15.671602,6.650803,0,1935,1,NaN,NaN
54,-15.666152,6.647896,0,1934,1,NaN,NaN
55,-15.671602,6.642082,0,1933,1,NaN,NaN
56,-15.6825,6.639175,0,1932,1,NaN,NaN
57,-15.696122,6.636267,0,1932,1,NaN,NaN
58,-15.698846,6.636267,0,1932,1,NaN,NaN
59,-15.707017,6.642082,0,1933,1,NaN,NaN
60,-15.709741,6.647896,0,1934,1,NaN,NaN
61,-15.712465,6.650803,0,1933,1,NaN,NaN
62,-15.712465,6.647896,0,1932,1,NaN,NaN
63,-15.698846,6.642082,0,1930,1,NaN,NaN
64,-15.685225,6.642082,0,1930,1,NaN,NaN
65,-15.674327,6.642082,0,1932,1,NaN,NaN
66,-15.6825,6.642082,0,1934,1,NaN,NaN
67,-15.690673,6.639175,0,1935,1,NaN,NaN
68,-15.679776,6.636267,0,1936,1,NaN,NaN
69,-15.666152,6.63336,0,1938,1,NaN,NaN
70,-15.663427,6.627545,0,1940,1,NaN,NaN
71,-15.677051,6.624638,0,1940,1,NaN,NaN
72,-15.687949,6.63336,0,1941,1,NaN,NaN
73,-15.685225,6.644989,0,1940,1,NaN,NaN
74,-15.679776,6.662432,0,1939,1,NaN,NaN
75,-15.679776,6.668245,0,1938,1,NaN,NaN
76,-15.677051,6.674059,0,1938,1,NaN,NaN
77,-15.677051,6.674059,0,1938,1,NaN,NaN
78,-15.677051,6.688593,0,1937,1,NaN,NaN
79,-15.674327,6.700219,0,1935,1,NaN,NaN
80,-15.671602,6.694406,0,1934,1,NaN,NaN
81,-15.671602,6.679873,0,1935,1,NaN,NaN
82,-15.657977,6.662432,0,1936,1,NaN,NaN
83,-15.647076,6.668245,0,1937,1,NaN,NaN
84,-15.655252,6.676966,0,1937,1,NaN,NaN
85,-15.674327,6.6915,0,1936,1,NaN,NaN
86,-15.685225,6.700219,0,1936,1,NaN,NaN
87,-15.677051,6.703126,0,1936,1,NaN,NaN
88,-15.666152,6.700219,0,1936,1,NaN,NaN
89,-15.666152,6.68278,0,1935,1,NaN,NaN
90,-15.666152,6.668245,0,1934,1,NaN,NaN
91,-15.668877,6.647896,0,1935,1,NaN,NaN
92,-15.671602,6.639175,0,1936,1,NaN,NaN
93,-15.671602,6.615916,0,1938,1,NaN,NaN
94,-15.671602,6.59847,0,1939,1,NaN,NaN
95,-15.663427,6.563575,0,1939,1,NaN,NaN
96,-15.657977,6.543217,0,1940,1,NaN,NaN
97,-15.649802,6.543217,0,1939,1,NaN,NaN
98,-15.644351,6.563575,0,1939,1,NaN,NaN
99,-15.641625,6.583931,0,1939,1,NaN,NaN
100,-15.641625,6.583931,0,1939,1,NaN,NaN
101,-15.647076,6.583931,0,1941,1,NaN,NaN
102,-15.652527,6.583931,0,1943,1,NaN,NaN
103,-15.657977,6.581023,0,1944,1,NaN,NaN
104,-15.657977,6.575207,0,1944,1,NaN,NaN
105,-15.655252,6.569391,0,1944,1,NaN,NaN
106,-15.660702,6.560666,0,1944,1,NaN,NaN
107,-15.666152,6.551942,0,1944,1,NaN,NaN
108,-15.671602,6.551942,0,1945,1,NaN,NaN
109,-15.671602,6.551942,0,1946,1,NaN,NaN
110,-15.671602,6.551942,0,1946,1,NaN,NaN
111,-15.671602,6.534491,0,1945,1,NaN,NaN
112,-15.671602,6.51704,0,1945,1,NaN,NaN
113,-15.679776,6.499587,0,1947,1,NaN,NaN
114,-15.685225,6.502496,0,1949,1,NaN,NaN
115,-15.690673,6.505405,0,1952,1,NaN,NaN
116,-15.690673,6.505405,0,1951,1,NaN,NaN
117,-15.663427,6.511223,0,1948,1,NaN,NaN
118,-15.6389,6.514131,0,1946,1,NaN,NaN
119,-15.61164,6.519949,0,1944,1,NaN,NaN
120,-15.606187,6.522857,0,1944,1,NaN,NaN
121,-15.622545,6.534491,0,1944,1,NaN,NaN
122,-15.6389,6.543217,0,1943,1,NaN,NaN
123,-15.652527,6.549033,0,1942,1,NaN,NaN
124,-15.644351,6.549033,0,1942,1,NaN,NaN
125,-15.657977,6.55485,0,1942,1,NaN,NaN
126,-15.674327,6.566483,0,1944,1,NaN,NaN
