n,x,y,val,dP,lab,xT,yT
0,-13.663804,6.435584,0,2978,0,NaN,NaN
1,-13.533298,6.49086,0,2983,0,NaN,NaN
2,-13.38596,6.551942,0,2987,0,NaN,NaN
3,-13.213374,6.656618,0,2989,0,NaN,NaN
4,-12.979158,6.764155,0,2991,0,NaN,NaN
5,-12.722128,6.857121,0,2992,0,NaN,NaN
6,-12.453367,6.909399,0,2993,0,NaN,NaN
7,-12.192472,6.976181,0,2995,0,NaN,NaN
8,-11.902925,7.019725,0,2997,0,NaN,NaN
9,-11.615579,7.106787,0,2999,0,NaN,NaN
10,-11.316336,7.173513,0,3002,0,NaN,NaN
11,-11.016466,7.301107,0,3007,0,NaN,NaN
12,-10.684767,7.364877,0,3012,0,NaN,NaN
13,-10.372251,7.437321,0,3018,0,NaN,NaN
14,-10.079055,7.474982,0,3022,0,NaN,NaN
15,-9.808158,7.518429,0,3024,0,NaN,NaN
16,-9.571115,7.553181,0,3023,0,NaN,NaN
17,-9.339466,7.593717,0,3030,0,NaN,NaN
18,-9.113238,7.634246,0,3036,0,NaN,NaN
19,-8.875248,7.689237,0,3043,0,NaN,NaN
20,-8.677164,7.744214,0,3044,0,NaN,NaN
21,-8.516247,7.799176,0,3046,0,NaN,NaN
22,-8.401223,7.848341,0,3055,0,NaN,NaN
23,-8.326421,7.880147,0,3062,0,NaN,NaN
24,-8.303399,7.914839,0,3066,0,NaN,NaN
25,-8.300521,7.946635,0,3065,0,NaN,NaN
26,-8.31491,7.981316,0,3065,0,NaN,NaN
27,-8.340808,8.013102,0,3067,0,NaN,NaN
28,-8.372456,8.05066,0,3070,1,NaN,NaN
29,-8.415605,8.07377,0,3074,1,NaN,NaN
30,-8.46737,8.088212,0,3075,1,NaN,NaN
31,-8.533495,8.082435,0,3077,1,NaN,NaN
32,-8.596723,8.07377,0,3079,1,NaN,NaN
33,-8.654184,8.062215,0,3085,1,NaN,NaN
34,-8.700141,8.053549,0,3092,1,NaN,NaN
35,-8.73173,8.047771,0,3097,1,NaN,NaN
36,-8.763313,8.044882,0,3099,1,NaN,NaN
37,-8.780538,8.044882,0,3099,1,NaN,NaN
38,-8.792021,8.05066,0,3100,1,NaN,NaN
39,-8.783409,8.047771,0,3101,1,NaN,NaN
40,-8.771926,8.041993,0,3101,1,NaN,NaN
41,-8.751829,8.036215,0,3100,1,NaN,NaN
42,-8.73173,8.030437,0,3101,1,NaN,NaN
